Flight_ID,Flight_Number,Origin_Airport,Destination_Airport,Aircraft_ID,Scheduled_Departure,Actual_Departure,Scheduled_Arrival,Actual_Arrival,Flight_Status,Distance_KM,Delay_Minutes
FL-094872,SV-906,CDG,DMM,AC-017,2024-02-17 08:07:00,2024-02-17 08:13:00,2024-02-17 16:11:00,2024-02-17 16:17:00,On-Time,5812,6
FL-094873,SV-637,JFK,DMM,AC-013,2025-10-21 20:47:00,2025-10-21 20:54:00,2025-10-22 05:27:00,2025-10-22 05:34:00,On-Time,6241,7
FL-094874,SV-671,IST,JED,AC-015,2025-02-20 09:44:00,2025-02-20 09:44:00,2025-02-20 14:57:00,2025-02-20 14:56:00,On-Time,3766,0
FL-094875,SV-407,RUH,JFK,AC-038,2024-02-20 21:32:00,2024-02-20 21:35:00,2024-02-21 00:41:00,2024-02-21 00:44:00,On-Time,2275,3
FL-094876,SV-681,CDG,IST,AC-040,2025-04-11 06:56:00,2025-04-11 07:06:00,2025-04-11 14:39:00,2025-04-11 14:49:00,On-Time,5562,10
FL-094877,SV-765,LHR,IST,AC-005,2024-11-16 01:25:00,2024-11-16 01:25:00,2024-11-16 07:05:00,2024-11-16 07:03:00,On-Time,4087,0
FL-094878,SV-659,DMM,JED,AC-023,2025-07-30 19:40:00,2025-07-30 19:40:00,2025-07-30 23:40:00,2025-07-30 23:34:00,On-Time,2886,0
FL-094879,SV-665,DXB,JFK,AC-033,2025-09-11 13:53:00,2025-09-11 13:53:00,2025-09-11 19:57:00,2025-09-11 19:49:00,On-Time,4375,0
FL-094880,SV-982,DMM,IST,AC-015,2024-02-12 14:30:00,2024-02-12 14:30:00,2024-02-13 00:01:00,2024-02-12 23:57:00,On-Time,6856,0
FL-094881,SV-471,RUH,JFK,AC-011,2025-03-26 15:17:00,2025-03-26 15:51:00,2025-03-26 20:40:00,2025-03-26 21:14:00,Delayed,3882,34
FL-094882,SV-484,IST,LHR,AC-035,2024-02-10 13:05:00,2024-02-10 13:15:00,2024-02-10 17:43:00,2024-02-10 17:53:00,On-Time,3341,10
FL-094883,SV-213,LHR,DXB,AC-005,2025-10-10 01:56:00,2025-10-10 03:53:00,2025-10-10 04:13:00,2025-10-10 06:10:00,Delayed,1651,117
FL-094884,SV-376,LHR,DMM,AC-013,2025-04-27 16:02:00,2025-04-27 16:05:00,2025-04-27 22:06:00,2025-04-27 22:09:00,On-Time,4378,3
FL-094885,SV-561,CDG,RUH,AC-011,2025-03-23 09:45:00,2025-03-23 09:50:00,2025-03-23 13:00:00,2025-03-23 13:05:00,On-Time,2340,5
FL-094886,SV-721,JED,JFK,AC-001,2025-02-11 03:35:00,2025-02-11 03:37:00,2025-02-11 05:21:00,2025-02-11 05:23:00,On-Time,1276,2
FL-094887,SV-171,CDG,DXB,AC-010,2024-11-23 20:49:00,2024-11-23 22:40:00,2024-11-24 02:20:00,2024-11-24 04:11:00,Delayed,3975,111
FL-094888,SV-508,DXB,JFK,AC-029,2024-07-27 21:35:00,2024-07-27 21:35:00,2024-07-27 22:35:00,2024-07-27 22:30:00,On-Time,731,0
FL-094889,SV-629,DMM,CDG,AC-002,2024-07-17 21:10:00,2024-07-17 21:15:00,2024-07-18 03:17:00,2024-07-18 03:22:00,On-Time,4412,5
FL-094890,SV-114,RUH,JFK,AC-045,2025-01-07 08:34:00,2025-01-07 08:48:00,2025-01-07 10:09:00,2025-01-07 10:23:00,On-Time,1141,14
FL-094891,SV-141,LHR,JED,AC-044,2024-06-02 21:55:00,2024-06-02 21:55:00,2024-06-03 00:36:00,2024-06-03 00:26:00,On-Time,1943,0
FL-094892,SV-119,RUH,DXB,AC-007,2024-02-14 11:58:00,2024-02-14 12:01:00,2024-02-14 16:23:00,2024-02-14 16:26:00,On-Time,3184,3
FL-094893,SV-115,JED,DXB,AC-012,2025-06-30 23:42:00,2025-07-01 03:04:00,2025-07-01 08:56:00,2025-07-01 12:18:00,Delayed,6650,202
FL-094894,SV-746,RUH,JED,AC-004,2024-03-17 07:40:00,2024-03-17 07:52:00,2024-03-17 16:29:00,2024-03-17 16:41:00,On-Time,6353,12
FL-094895,SV-832,RUH,JFK,AC-049,2025-11-11 11:07:00,2025-11-11 11:07:00,2025-11-11 19:31:00,2025-11-11 19:22:00,On-Time,6048,0
FL-094896,SV-706,DXB,LHR,AC-030,2024-06-19 08:08:00,2024-06-19 08:50:00,2024-06-19 09:54:00,2024-06-19 10:36:00,Delayed,1283,42
FL-094897,SV-192,LHR,JFK,AC-047,2024-11-10 09:04:00,,2024-11-10 10:05:00,,Cancelled,742,0
FL-094898,SV-180,DXB,CDG,AC-044,2025-08-30 07:42:00,2025-08-30 07:48:00,2025-08-30 13:56:00,2025-08-30 14:02:00,On-Time,4499,6
FL-094899,SV-177,LHR,DMM,AC-020,2024-09-09 06:34:00,2024-09-09 06:34:00,2024-09-09 13:34:00,2024-09-09 13:27:00,On-Time,5041,0
FL-094900,SV-962,LHR,JFK,AC-028,2025-08-27 23:05:00,2025-08-27 23:05:00,2025-08-28 06:21:00,2025-08-28 06:18:00,On-Time,5240,0
FL-094901,SV-597,JFK,DMM,AC-045,2024-07-10 02:59:00,2024-07-10 03:19:00,2024-07-10 07:55:00,2024-07-10 08:15:00,Delayed,3560,20
FL-094902,SV-757,JED,LHR,AC-045,2024-11-03 07:51:00,2024-11-03 07:51:00,2024-11-03 09:45:00,2024-11-03 09:41:00,On-Time,1374,0
FL-094903,SV-931,CDG,LHR,AC-042,2024-11-19 11:50:00,2024-11-19 12:46:00,2024-11-19 13:45:00,2024-11-19 14:41:00,Delayed,1383,56
FL-094904,SV-594,CDG,JED,AC-036,2025-11-11 20:29:00,2025-11-11 20:36:00,2025-11-12 02:32:00,2025-11-12 02:39:00,On-Time,4363,7
FL-094905,SV-125,LHR,CDG,AC-037,2025-04-13 10:16:00,2025-04-13 10:19:00,2025-04-13 12:56:00,2025-04-13 12:59:00,On-Time,1931,3
FL-094906,SV-808,IST,JFK,AC-025,2025-08-14 03:28:00,2025-08-14 03:28:00,2025-08-14 08:24:00,2025-08-14 08:17:00,On-Time,3562,0
FL-094907,SV-755,JFK,JED,AC-050,2025-02-24 09:30:00,2025-02-24 10:44:00,2025-02-24 15:53:00,2025-02-24 17:07:00,Delayed,4604,74
FL-094908,SV-555,JED,RUH,AC-029,2024-07-18 15:14:00,2024-07-18 15:23:00,2024-07-19 00:10:00,2024-07-19 00:19:00,On-Time,6434,9
FL-094909,SV-176,CDG,DXB,AC-030,2024-01-29 03:59:00,2024-01-29 03:59:00,2024-01-29 10:28:00,2024-01-29 10:28:00,On-Time,4679,0
FL-094910,SV-413,DXB,JFK,AC-016,2025-08-17 11:39:00,2025-08-17 12:55:00,2025-08-17 20:22:00,2025-08-17 21:38:00,Delayed,6281,76
FL-094911,SV-451,JED,CDG,AC-046,2024-11-15 09:34:00,2024-11-15 10:53:00,2024-11-15 18:59:00,2024-11-15 20:18:00,Delayed,6781,79
FL-094912,SV-300,DMM,RUH,AC-009,2024-05-03 16:23:00,,2024-05-03 20:06:00,,Cancelled,2683,0
FL-094913,SV-402,CDG,RUH,AC-046,2024-06-16 17:00:00,2024-06-16 17:04:00,2024-06-17 00:47:00,2024-06-17 00:51:00,On-Time,5609,4
FL-094914,SV-426,LHR,JFK,AC-003,2024-01-11 02:43:00,2024-01-11 02:46:00,2024-01-11 04:50:00,2024-01-11 04:53:00,On-Time,1525,3
FL-094915,SV-222,DMM,JED,AC-038,2025-12-17 03:42:00,2025-12-17 03:42:00,2025-12-17 05:10:00,2025-12-17 05:00:00,On-Time,1065,0
FL-094916,SV-277,JFK,DXB,AC-008,2025-09-29 08:24:00,2025-09-29 08:24:00,2025-09-29 13:18:00,2025-09-29 13:16:00,On-Time,3530,0
FL-094917,SV-401,IST,DXB,AC-030,2024-07-07 00:12:00,2024-07-07 00:12:00,2024-07-07 01:41:00,2024-07-07 01:37:00,On-Time,1073,0
FL-094918,SV-107,CDG,DXB,AC-029,2024-04-02 08:46:00,2024-04-02 08:52:00,2024-04-02 17:01:00,2024-04-02 17:07:00,On-Time,5946,6
FL-094919,SV-101,IST,JED,AC-014,2025-08-10 11:51:00,2025-08-10 11:51:00,2025-08-10 15:44:00,2025-08-10 15:37:00,On-Time,2803,0
FL-094920,SV-245,JFK,JED,AC-046,2025-04-25 20:55:00,2025-04-25 21:01:00,2025-04-26 01:20:00,2025-04-26 01:26:00,On-Time,3185,6
FL-094921,SV-647,JFK,JED,AC-006,2025-08-14 16:44:00,2025-08-14 16:44:00,2025-08-14 20:21:00,2025-08-14 20:17:00,On-Time,2614,0
FL-094922,SV-699,CDG,JFK,AC-026,2024-12-08 16:50:00,2024-12-08 16:50:00,2024-12-08 19:15:00,2024-12-08 19:15:00,On-Time,1751,0
FL-094923,SV-730,DXB,DMM,AC-026,2024-03-05 00:04:00,2024-03-05 00:15:00,2024-03-05 02:41:00,2024-03-05 02:52:00,On-Time,1885,11
FL-094924,SV-581,RUH,JED,AC-007,2024-09-30 16:26:00,2024-09-30 16:26:00,2024-09-30 23:21:00,2024-09-30 23:13:00,On-Time,4987,0
FL-094925,SV-141,JED,RUH,AC-041,2024-01-31 09:06:00,2024-01-31 11:55:00,2024-01-31 13:09:00,2024-01-31 15:58:00,Delayed,2924,169
FL-094926,SV-457,RUH,CDG,AC-026,2025-02-26 09:37:00,2025-02-26 09:37:00,2025-02-26 19:17:00,2025-02-26 19:14:00,On-Time,6970,0
FL-094927,SV-750,IST,DXB,AC-032,2025-02-07 21:58:00,2025-02-07 22:15:00,2025-02-08 03:44:00,2025-02-08 04:01:00,Delayed,4152,17
FL-094928,SV-670,DXB,JED,AC-012,2024-09-13 14:42:00,2024-09-13 15:18:00,2024-09-13 16:38:00,2024-09-13 17:14:00,Delayed,1392,36
FL-094929,SV-791,LHR,DMM,AC-035,2024-02-02 19:09:00,2024-02-02 19:59:00,2024-02-03 00:16:00,2024-02-03 01:06:00,Delayed,3686,50
FL-094930,SV-813,CDG,JED,AC-048,2024-03-15 09:03:00,2024-03-15 09:03:00,2024-03-15 10:23:00,2024-03-15 10:18:00,On-Time,960,0
FL-094931,SV-320,DXB,RUH,AC-001,2024-02-28 17:07:00,2024-02-28 17:07:00,2024-02-28 22:36:00,2024-02-28 22:27:00,On-Time,3948,0
FL-094932,SV-148,DMM,RUH,AC-005,2024-12-07 06:31:00,2024-12-07 06:31:00,2024-12-07 09:06:00,2024-12-07 09:01:00,On-Time,1864,0
FL-094933,SV-459,RUH,DXB,AC-011,2024-07-29 04:30:00,2024-07-29 06:02:00,2024-07-29 05:36:00,2024-07-29 07:08:00,Delayed,801,92
FL-094934,SV-553,JFK,LHR,AC-021,2025-04-18 02:23:00,2025-04-18 02:23:00,2025-04-18 07:30:00,2025-04-18 07:27:00,On-Time,3692,0
FL-094935,SV-851,DXB,LHR,AC-024,2025-07-10 04:39:00,2025-07-10 04:43:00,2025-07-10 08:57:00,2025-07-10 09:01:00,On-Time,3105,4
FL-094936,SV-739,DMM,IST,AC-029,2025-10-05 10:09:00,2025-10-05 10:09:00,2025-10-05 11:43:00,2025-10-05 11:39:00,On-Time,1128,0
FL-094937,SV-941,CDG,JED,AC-050,2025-04-15 00:58:00,2025-04-15 01:00:00,2025-04-15 09:48:00,2025-04-15 09:50:00,On-Time,6360,2
FL-094938,SV-897,DXB,RUH,AC-042,2025-08-24 18:50:00,2025-08-24 18:50:00,2025-08-24 19:41:00,2025-08-24 19:36:00,On-Time,619,0
FL-094939,SV-127,JFK,DMM,AC-036,2024-09-20 10:21:00,2024-09-20 12:24:00,2024-09-20 13:57:00,2024-09-20 16:00:00,Delayed,2601,123
FL-094940,SV-192,JED,DMM,AC-048,2024-10-15 01:11:00,2024-10-15 01:22:00,2024-10-15 04:10:00,2024-10-15 04:21:00,On-Time,2148,11
FL-094941,SV-790,JFK,RUH,AC-013,2024-01-24 18:57:00,2024-01-24 19:59:00,2024-01-25 03:26:00,2024-01-25 04:28:00,Delayed,6118,62
FL-094942,SV-316,IST,JED,AC-026,2025-01-27 15:46:00,2025-01-27 15:46:00,2025-01-28 00:13:00,2025-01-28 00:05:00,On-Time,6094,0
FL-094943,SV-583,JFK,LHR,AC-008,2024-06-14 16:27:00,2024-06-14 16:53:00,2024-06-15 00:31:00,2024-06-15 00:57:00,Delayed,5815,26
FL-094944,SV-638,JED,RUH,AC-038,2025-02-22 10:10:00,2025-02-22 10:10:00,2025-02-22 18:56:00,2025-02-22 18:53:00,On-Time,6323,0
FL-094945,SV-738,LHR,JFK,AC-011,2025-10-16 06:16:00,2025-10-16 06:36:00,2025-10-16 15:51:00,2025-10-16 16:11:00,Delayed,6911,20
FL-094946,SV-197,LHR,JFK,AC-012,2024-12-14 09:54:00,2024-12-14 11:21:00,2024-12-14 16:09:00,2024-12-14 17:36:00,Delayed,4501,87
FL-094947,SV-407,RUH,JED,AC-019,2024-12-17 22:28:00,2024-12-17 22:28:00,2024-12-18 04:07:00,2024-12-18 04:01:00,On-Time,4069,0
FL-094948,SV-517,JED,RUH,AC-003,2025-11-27 08:38:00,2025-11-27 08:44:00,2025-11-27 16:22:00,2025-11-27 16:28:00,On-Time,5568,6
FL-094949,SV-399,LHR,JFK,AC-047,2025-05-09 17:53:00,2025-05-09 18:09:00,2025-05-10 00:31:00,2025-05-10 00:47:00,Delayed,4779,16
FL-094950,SV-659,DXB,LHR,AC-019,2024-03-19 18:35:00,,2024-03-20 03:19:00,,Cancelled,6299,0
FL-094951,SV-453,JED,DXB,AC-008,2024-12-04 03:16:00,2024-12-04 03:16:00,2024-12-04 06:43:00,2024-12-04 06:35:00,On-Time,2486,0
FL-094952,SV-883,IST,LHR,AC-036,2024-04-14 01:36:00,2024-04-14 03:11:00,2024-04-14 02:19:00,2024-04-14 03:54:00,Delayed,526,95
FL-094953,SV-799,DMM,JED,AC-040,2025-06-30 22:18:00,2025-06-30 23:39:00,2025-07-01 00:54:00,2025-07-01 02:15:00,Delayed,1876,81
FL-094954,SV-914,CDG,JED,AC-037,2025-09-10 11:19:00,2025-09-10 11:29:00,2025-09-10 18:55:00,2025-09-10 19:05:00,On-Time,5480,10
FL-094955,SV-209,CDG,DXB,AC-017,2025-05-01 02:35:00,2025-05-01 02:35:00,2025-05-01 10:44:00,2025-05-01 10:42:00,On-Time,5868,0
FL-094956,SV-942,IST,CDG,AC-026,2024-09-16 00:14:00,2024-09-16 00:14:00,2024-09-16 08:33:00,2024-09-16 08:28:00,On-Time,5993,0
FL-094957,SV-626,LHR,DXB,AC-012,2024-07-18 17:42:00,2024-07-18 17:47:00,2024-07-19 03:16:00,2024-07-19 03:21:00,On-Time,6898,5
FL-094958,SV-603,JFK,LHR,AC-027,2024-03-09 08:11:00,2024-03-09 08:11:00,2024-03-09 17:02:00,2024-03-09 17:01:00,On-Time,6374,0
FL-094959,SV-201,RUH,DMM,AC-021,2025-06-14 12:50:00,2025-06-14 13:15:00,2025-06-14 21:27:00,2025-06-14 21:52:00,Delayed,6214,25
FL-094960,SV-705,CDG,DMM,AC-009,2024-03-28 17:02:00,2024-03-28 17:04:00,2024-03-28 23:56:00,2024-03-28 23:58:00,On-Time,4969,2
FL-094961,SV-283,DXB,DMM,AC-040,2024-12-28 02:17:00,2024-12-28 02:40:00,2024-12-28 05:51:00,2024-12-28 06:14:00,Delayed,2572,23
FL-094962,SV-318,LHR,IST,AC-033,2025-04-18 12:00:00,2025-04-18 12:35:00,2025-04-18 16:43:00,2025-04-18 17:18:00,Delayed,3405,35
FL-094963,SV-228,DXB,CDG,AC-023,2025-04-28 16:18:00,2025-04-28 16:21:00,2025-04-28 19:04:00,2025-04-28 19:07:00,On-Time,1993,3
FL-094964,SV-764,LHR,JED,AC-011,2025-05-17 21:40:00,2025-05-17 21:40:00,2025-05-18 04:34:00,2025-05-18 04:26:00,On-Time,4970,0
FL-094965,SV-419,DMM,LHR,AC-036,2025-06-08 04:57:00,2025-06-08 05:03:00,2025-06-08 13:06:00,2025-06-08 13:12:00,On-Time,5872,6
FL-094966,SV-703,JED,DXB,AC-032,2025-12-05 01:49:00,2025-12-05 02:57:00,2025-12-05 07:48:00,2025-12-05 08:56:00,Delayed,4317,68
FL-094967,SV-654,CDG,RUH,AC-010,2024-05-10 19:09:00,2024-05-10 19:19:00,2024-05-11 00:40:00,2024-05-11 00:50:00,On-Time,3979,10
FL-094968,SV-881,IST,LHR,AC-030,2024-06-25 03:26:00,2024-06-25 03:35:00,2024-06-25 08:48:00,2024-06-25 08:57:00,On-Time,3870,9
FL-094969,SV-581,CDG,DXB,AC-048,2024-02-19 00:28:00,,2024-02-19 06:35:00,,Cancelled,4406,0
FL-094970,SV-347,IST,RUH,AC-031,2024-06-16 02:33:00,2024-06-16 03:17:00,2024-06-16 03:09:00,2024-06-16 03:53:00,Delayed,432,44
FL-094971,SV-167,DXB,CDG,AC-015,2024-04-08 06:00:00,2024-04-08 06:00:00,2024-04-08 09:00:00,2024-04-08 09:00:00,On-Time,2165,0
FL-094972,SV-369,JFK,DMM,AC-006,2025-02-03 13:45:00,2025-02-03 13:45:00,2025-02-03 20:03:00,2025-02-03 20:01:00,On-Time,4536,0
FL-094973,SV-819,CDG,DMM,AC-038,2025-04-07 03:35:00,2025-04-07 03:35:00,2025-04-07 04:25:00,2025-04-07 04:20:00,On-Time,605,0
FL-094974,SV-837,DXB,RUH,AC-018,2024-06-11 10:18:00,2024-06-11 10:18:00,2024-06-11 16:17:00,2024-06-11 16:11:00,On-Time,4319,0
FL-094975,SV-816,IST,DXB,AC-010,2025-12-01 13:25:00,2025-12-01 13:25:00,2025-12-01 21:37:00,2025-12-01 21:33:00,On-Time,5909,0
FL-094976,SV-756,JFK,DMM,AC-046,2025-07-16 14:49:00,2025-07-16 14:49:00,2025-07-16 19:11:00,2025-07-16 19:03:00,On-Time,3145,0
FL-094977,SV-191,DMM,RUH,AC-030,2024-05-13 05:12:00,2024-05-13 06:07:00,2024-05-13 14:25:00,2024-05-13 15:20:00,Delayed,6645,55
FL-094978,SV-749,JED,IST,AC-003,2024-12-29 20:48:00,2024-12-29 20:58:00,2024-12-30 01:03:00,2024-12-30 01:13:00,On-Time,3064,10
FL-094979,SV-594,RUH,LHR,AC-022,2025-09-16 05:18:00,2025-09-16 05:24:00,2025-09-16 12:13:00,2025-09-16 12:19:00,On-Time,4985,6
FL-094980,SV-628,JED,DXB,AC-032,2025-05-07 02:40:00,2025-05-07 02:40:00,2025-05-07 05:45:00,2025-05-07 05:43:00,On-Time,2226,0
FL-094981,SV-491,JFK,DXB,AC-008,2024-05-28 19:15:00,2024-05-28 19:15:00,2024-05-28 22:13:00,2024-05-28 22:09:00,On-Time,2142,0
FL-094982,SV-613,CDG,IST,AC-008,2024-10-23 19:28:00,2024-10-23 20:44:00,2024-10-24 01:32:00,2024-10-24 02:48:00,Delayed,4377,76
FL-094983,SV-539,RUH,DMM,AC-016,2024-12-06 10:12:00,2024-12-06 10:21:00,2024-12-06 15:16:00,2024-12-06 15:25:00,On-Time,3652,9
FL-094984,SV-861,JFK,JED,AC-019,2025-03-30 17:09:00,2025-03-30 18:57:00,2025-03-30 20:07:00,2025-03-30 21:55:00,Delayed,2141,108
FL-094985,SV-932,DXB,CDG,AC-045,2024-12-25 13:10:00,2024-12-25 13:10:00,2024-12-25 22:36:00,2024-12-25 22:26:00,On-Time,6796,0
FL-094986,SV-538,LHR,IST,AC-021,2025-04-06 11:44:00,2025-04-06 12:10:00,2025-04-06 14:38:00,2025-04-06 15:04:00,Delayed,2098,26
FL-094987,SV-730,JFK,DXB,AC-028,2025-07-16 01:46:00,2025-07-16 03:24:00,2025-07-16 03:11:00,2025-07-16 04:49:00,Delayed,1027,98
FL-094988,SV-296,DXB,JFK,AC-015,2025-02-17 10:36:00,2025-02-17 10:41:00,2025-02-17 14:16:00,2025-02-17 14:21:00,On-Time,2641,5
FL-094989,SV-454,DMM,RUH,AC-039,2024-06-20 15:04:00,2024-06-20 15:04:00,2024-06-20 18:46:00,2024-06-20 18:46:00,On-Time,2672,0
FL-094990,SV-313,LHR,IST,AC-009,2025-08-22 04:48:00,2025-08-22 04:51:00,2025-08-22 11:37:00,2025-08-22 11:40:00,On-Time,4908,3
FL-094991,SV-206,JED,CDG,AC-037,2024-12-08 22:43:00,2024-12-08 22:43:00,2024-12-09 08:04:00,2024-12-09 07:57:00,On-Time,6737,0
FL-094992,SV-307,LHR,DXB,AC-039,2024-10-25 19:39:00,2024-10-25 19:48:00,2024-10-25 23:17:00,2024-10-25 23:26:00,On-Time,2619,9
FL-094993,SV-728,DXB,IST,AC-028,2025-07-11 23:04:00,2025-07-11 23:18:00,2025-07-12 00:25:00,2025-07-12 00:39:00,On-Time,980,14
FL-094994,SV-108,JED,DXB,AC-043,2024-08-10 04:24:00,2024-08-10 04:25:00,2024-08-10 11:54:00,2024-08-10 11:55:00,On-Time,5400,1
FL-094995,SV-241,JED,JFK,AC-023,2025-05-02 21:49:00,2025-05-02 21:57:00,2025-05-03 05:33:00,2025-05-03 05:41:00,On-Time,5574,8
FL-094996,SV-941,DMM,CDG,AC-011,2025-04-11 19:20:00,2025-04-11 19:25:00,2025-04-11 22:41:00,2025-04-11 22:46:00,On-Time,2419,5
FL-094997,SV-633,CDG,DXB,AC-046,2024-02-24 04:06:00,2024-02-24 04:06:00,2024-02-24 07:55:00,2024-02-24 07:53:00,On-Time,2749,0
FL-094998,SV-883,RUH,DXB,AC-046,2025-08-19 05:45:00,2025-08-19 05:52:00,2025-08-19 07:03:00,2025-08-19 07:10:00,On-Time,937,7
FL-094999,SV-780,JFK,LHR,AC-039,2025-02-07 01:35:00,2025-02-07 01:35:00,2025-02-07 08:10:00,2025-02-07 08:05:00,On-Time,4744,0
FL-095000,SV-806,LHR,CDG,AC-035,2025-05-03 13:49:00,2025-05-03 13:58:00,2025-05-03 15:45:00,2025-05-03 15:54:00,On-Time,1402,9
FL-095001,SV-511,DMM,JFK,AC-050,2024-03-27 17:49:00,2024-03-27 17:49:00,2024-03-28 02:46:00,2024-03-28 02:42:00,On-Time,6453,0
FL-095002,SV-193,DMM,IST,AC-013,2025-03-27 21:07:00,2025-03-27 21:26:00,2025-03-28 05:16:00,2025-03-28 05:35:00,Delayed,5871,19
FL-095003,SV-804,LHR,IST,AC-028,2024-02-20 01:55:00,2024-02-20 02:09:00,2024-02-20 10:05:00,2024-02-20 10:19:00,On-Time,5885,14
FL-095004,SV-441,DXB,DMM,AC-011,2024-09-25 22:31:00,2024-09-25 22:31:00,2024-09-26 05:08:00,2024-09-26 05:05:00,On-Time,4771,0
FL-095005,SV-387,RUH,LHR,AC-026,2024-08-22 10:50:00,2024-08-22 10:50:00,2024-08-22 19:48:00,2024-08-22 19:39:00,On-Time,6458,0
FL-095006,SV-791,JFK,RUH,AC-041,2024-05-02 18:07:00,2024-05-02 18:18:00,2024-05-02 23:25:00,2024-05-02 23:36:00,On-Time,3822,11
FL-095007,SV-366,DMM,DXB,AC-008,2024-07-06 23:28:00,,2024-07-07 02:45:00,,Cancelled,2370,0
FL-095008,SV-631,JED,JFK,AC-017,2025-12-27 20:58:00,2025-12-27 20:58:00,2025-12-28 03:20:00,2025-12-28 03:17:00,On-Time,4592,0
FL-095009,SV-951,RUH,LHR,AC-029,2024-12-08 03:48:00,2024-12-08 04:02:00,2024-12-08 05:52:00,2024-12-08 06:06:00,On-Time,1488,14
FL-095010,SV-324,JFK,DMM,AC-016,2025-11-27 22:56:00,2025-11-27 23:19:00,2025-11-28 00:54:00,2025-11-28 01:17:00,Delayed,1425,23
FL-095011,SV-268,LHR,CDG,AC-029,2025-07-18 02:30:00,2025-07-18 02:36:00,2025-07-18 09:43:00,2025-07-18 09:49:00,On-Time,5202,6
FL-095012,SV-422,DMM,JFK,AC-027,2025-11-06 15:03:00,2025-11-06 15:43:00,2025-11-06 21:25:00,2025-11-06 22:05:00,Delayed,4589,40
FL-095013,SV-655,JFK,JED,AC-010,2025-04-26 21:36:00,2025-04-26 21:36:00,2025-04-27 02:57:00,2025-04-27 02:50:00,On-Time,3856,0
FL-095014,SV-799,DMM,IST,AC-003,2025-05-30 20:47:00,2025-05-30 20:48:00,2025-05-31 02:17:00,2025-05-31 02:18:00,On-Time,3962,1
FL-095015,SV-194,JFK,LHR,AC-033,2024-11-01 13:52:00,2024-11-01 13:52:00,2024-11-01 21:14:00,2024-11-01 21:13:00,On-Time,5312,0
FL-095016,SV-461,JED,CDG,AC-011,2025-08-26 04:49:00,2025-08-26 05:44:00,2025-08-26 11:57:00,2025-08-26 12:52:00,Delayed,5142,55
FL-095017,SV-746,JFK,IST,AC-036,2024-12-13 19:52:00,2024-12-13 19:57:00,2024-12-14 01:41:00,2024-12-14 01:46:00,On-Time,4194,5
FL-095018,SV-705,DXB,CDG,AC-041,2025-03-22 02:13:00,2025-03-22 02:26:00,2025-03-22 10:25:00,2025-03-22 10:38:00,On-Time,5915,13
FL-095019,SV-665,JED,LHR,AC-035,2024-06-17 00:08:00,2024-06-17 00:08:00,2024-06-17 08:34:00,2024-06-17 08:33:00,On-Time,6081,0
FL-095020,SV-693,LHR,JED,AC-017,2024-04-13 11:28:00,2024-04-13 13:13:00,2024-04-13 15:39:00,2024-04-13 17:24:00,Delayed,3014,105
FL-095021,SV-563,RUH,DXB,AC-039,2025-08-02 09:31:00,2025-08-02 09:41:00,2025-08-02 12:40:00,2025-08-02 12:50:00,On-Time,2275,10
FL-095022,SV-880,JFK,LHR,AC-012,2024-08-22 21:25:00,2024-08-22 21:25:00,2024-08-22 22:52:00,2024-08-22 22:50:00,On-Time,1052,0
FL-095023,SV-900,DXB,DMM,AC-038,2025-07-29 18:09:00,2025-07-29 19:37:00,2025-07-30 02:30:00,2025-07-30 03:58:00,Delayed,6020,88
FL-095024,SV-746,DMM,JED,AC-030,2025-06-24 06:02:00,2025-06-24 07:32:00,2025-06-24 12:55:00,2025-06-24 14:25:00,Delayed,4960,90
FL-095025,SV-769,LHR,DXB,AC-036,2025-06-23 07:41:00,2025-06-23 07:46:00,2025-06-23 16:06:00,2025-06-23 16:11:00,On-Time,6071,5
FL-095026,SV-610,JFK,DXB,AC-047,2025-12-27 21:16:00,2025-12-27 22:28:00,2025-12-28 03:08:00,2025-12-28 04:20:00,Delayed,4226,72
FL-095027,SV-366,CDG,DXB,AC-024,2024-01-19 10:43:00,2024-01-19 10:43:00,2024-01-19 13:54:00,2024-01-19 13:52:00,On-Time,2294,0
FL-095028,SV-425,CDG,RUH,AC-008,2025-08-24 18:18:00,2025-08-24 18:32:00,2025-08-25 01:54:00,2025-08-25 02:08:00,On-Time,5478,14
FL-095029,SV-888,LHR,DMM,AC-012,2024-10-09 07:53:00,2024-10-09 07:54:00,2024-10-09 09:39:00,2024-10-09 09:40:00,On-Time,1273,1
FL-095030,SV-899,LHR,DMM,AC-040,2024-12-20 16:20:00,2024-12-20 16:26:00,2024-12-20 22:09:00,2024-12-20 22:15:00,On-Time,4193,6
FL-095031,SV-232,LHR,CDG,AC-016,2024-10-14 16:04:00,2024-10-14 16:09:00,2024-10-14 21:18:00,2024-10-14 21:23:00,On-Time,3777,5
FL-095032,SV-461,IST,JFK,AC-047,2025-01-09 06:00:00,2025-01-09 06:00:00,2025-01-09 09:01:00,2025-01-09 08:53:00,On-Time,2183,0
FL-095033,SV-448,LHR,IST,AC-031,2024-10-13 23:22:00,2024-10-13 23:26:00,2024-10-14 07:25:00,2024-10-14 07:29:00,On-Time,5805,4
FL-095034,SV-646,DMM,DXB,AC-036,2025-10-01 21:06:00,2025-10-01 21:07:00,2025-10-02 01:30:00,2025-10-02 01:31:00,On-Time,3177,1
FL-095035,SV-862,JED,DMM,AC-013,2025-08-05 22:23:00,,2025-08-06 02:06:00,,Cancelled,2679,0
