Weather_ID,Airport_Code,Date,Temperature_C,Wind_Speed_Kts,Visibility_KM,Condition
WX-0004624,CDG,2024-08-25,38,7,9.0,Cloudy
WX-0004625,CDG,2024-08-26,23,7,8.1,Cloudy
WX-0004626,CDG,2024-08-27,30,12,3.8,Storm
WX-0004627,CDG,2024-08-28,25,9,8.5,Clear
WX-0004628,CDG,2024-08-29,14,9,3.8,Storm
WX-0004629,CDG,2024-08-30,39,13,9.5,Cloudy
WX-0004630,CDG,2024-08-31,31,11,9.3,Clear
WX-0004631,CDG,2024-09-01,27,13,8.5,Clear
WX-0004632,CDG,2024-09-02,27,32,1.8,Storm
WX-0004633,CDG,2024-09-03,35,8,9.1,Clear
WX-0004634,CDG,2024-09-04,19,12,3.2,Storm
WX-0004635,CDG,2024-09-05,26,3,9.3,Clear
WX-0004636,CDG,2024-09-06,18,6,8.6,Clear
WX-0004637,CDG,2024-09-07,24,5,8.5,Clear
WX-0004638,CDG,2024-09-08,41,10,8.3,Clear
WX-0004639,CDG,2024-09-09,28,14,9.0,Clear
WX-0004640,CDG,2024-09-10,21,2,9.9,Clear
WX-0004641,CDG,2024-09-11,14,10,9.5,Cloudy
WX-0004642,CDG,2024-09-12,29,12,9.2,Cloudy
WX-0004643,CDG,2024-09-13,19,6,9.5,Clear
WX-0004644,CDG,2024-09-14,24,12,2.4,Storm
WX-0004645,CDG,2024-09-15,31,3,8.3,Clear
WX-0004646,CDG,2024-09-16,35,26,8.4,Rain
WX-0004647,CDG,2024-09-17,36,6,9.1,Clear
WX-0004648,CDG,2024-09-18,11,4,10.0,Clear
WX-0004649,CDG,2024-09-19,36,2,9.7,Cloudy
WX-0004650,CDG,2024-09-20,22,13,2.5,Fog
WX-0004651,CDG,2024-09-21,19,43,2.5,Storm
WX-0004652,CDG,2024-09-22,21,11,9.6,Clear
WX-0004653,CDG,2024-09-23,28,3,9.0,Clear
WX-0004654,CDG,2024-09-24,32,12,9.6,Cloudy
WX-0004655,CDG,2024-09-25,18,10,8.6,Clear
WX-0004656,CDG,2024-09-26,26,5,9.4,Clear
WX-0004657,CDG,2024-09-27,10,5,8.7,Clear
WX-0004658,CDG,2024-09-28,35,12,8.6,Clear
WX-0004659,CDG,2024-09-29,28,4,8.0,Clear
WX-0004660,CDG,2024-09-30,15,7,8.1,Clear
WX-0004661,CDG,2024-10-01,23,6,9.5,Clear
WX-0004662,CDG,2024-10-02,10,9,8.4,Cloudy
WX-0004663,CDG,2024-10-03,41,10,8.3,Clear
WX-0004664,CDG,2024-10-04,35,10,9.3,Cloudy
WX-0004665,CDG,2024-10-05,11,13,8.2,Rain
WX-0004666,CDG,2024-10-06,18,14,8.0,Rain
WX-0004667,CDG,2024-10-07,27,6,9.3,Clear
WX-0004668,CDG,2024-10-08,30,11,8.3,Cloudy
WX-0004669,CDG,2024-10-09,40,10,9.9,Cloudy
WX-0004670,CDG,2024-10-10,21,12,8.9,Clear
WX-0004671,CDG,2024-10-11,10,10,9.5,Cloudy
WX-0004672,CDG,2024-10-12,20,8,8.5,Clear
WX-0004673,CDG,2024-10-13,19,6,9.9,Clear
WX-0004674,CDG,2024-10-14,21,9,9.5,Cloudy
WX-0004675,CDG,2024-10-15,12,8,1.6,Storm
WX-0004676,CDG,2024-10-16,32,9,1.8,Storm
WX-0004677,CDG,2024-10-17,36,3,9.7,Clear
WX-0004678,CDG,2024-10-18,37,9,9.0,Clear
WX-0004679,CDG,2024-10-19,29,10,9.5,Cloudy
WX-0004680,CDG,2024-10-20,16,34,8.1,Rain
WX-0004681,CDG,2024-10-21,34,11,8.6,Clear
WX-0004682,CDG,2024-10-22,28,10,8.1,Clear
WX-0004683,CDG,2024-10-23,31,14,3.6,Fog
WX-0004684,CDG,2024-10-24,29,7,8.6,Clear
WX-0004685,CDG,2024-10-25,37,10,9.9,Clear
WX-0004686,CDG,2024-10-26,19,6,8.7,Clear
WX-0004687,CDG,2024-10-27,38,11,9.9,Clear
WX-0004688,CDG,2024-10-28,11,4,9.2,Clear
WX-0004689,CDG,2024-10-29,13,14,10.0,Clear
WX-0004690,CDG,2024-10-30,13,2,9.4,Cloudy
WX-0004691,CDG,2024-10-31,36,9,3.5,Fog
WX-0004692,CDG,2024-11-01,31,12,9.7,Clear
WX-0004693,CDG,2024-11-02,33,12,9.3,Cloudy
WX-0004694,CDG,2024-11-03,31,11,9.1,Clear
WX-0004695,CDG,2024-11-04,12,2,10.0,Cloudy
WX-0004696,CDG,2024-11-05,41,4,9.7,Clear
WX-0004697,CDG,2024-11-06,40,12,10.0,Cloudy
WX-0004698,CDG,2024-11-07,10,3,9.3,Cloudy
WX-0004699,CDG,2024-11-08,35,7,9.3,Cloudy
WX-0004700,CDG,2024-11-09,17,10,8.3,Cloudy
WX-0004701,CDG,2024-11-10,30,13,8.2,Clear
WX-0004702,CDG,2024-11-11,18,14,9.3,Clear
WX-0004703,CDG,2024-11-12,10,2,9.8,Clear
WX-0004704,CDG,2024-11-13,40,4,8.4,Cloudy
WX-0004705,CDG,2024-11-14,33,4,3.1,Fog
WX-0004706,CDG,2024-11-15,37,28,1.0,Storm
WX-0004707,CDG,2024-11-16,11,10,8.4,Cloudy
WX-0004708,CDG,2024-11-17,13,8,8.2,Clear
WX-0004709,CDG,2024-11-18,19,5,9.8,Clear
WX-0004710,CDG,2024-11-19,40,9,9.8,Cloudy
WX-0004711,CDG,2024-11-20,37,9,8.2,Cloudy
WX-0004712,CDG,2024-11-21,21,8,8.1,Clear
WX-0004713,CDG,2024-11-22,13,6,9.6,Clear
WX-0004714,CDG,2024-11-23,36,9,9.6,Clear
WX-0004715,CDG,2024-11-24,19,14,9.7,Clear
WX-0004716,CDG,2024-11-25,10,8,8.9,Cloudy
WX-0004717,CDG,2024-11-26,26,6,9.2,Clear
WX-0004718,CDG,2024-11-27,39,8,8.8,Clear
WX-0004719,CDG,2024-11-28,25,8,9.5,Clear
WX-0004720,CDG,2024-11-29,10,12,8.8,Clear
WX-0004721,CDG,2024-11-30,26,10,9.6,Rain
WX-0004722,CDG,2024-12-01,13,7,8.1,Clear
WX-0004723,CDG,2024-12-02,15,2,8.5,Clear
WX-0004724,CDG,2024-12-03,18,13,8.4,Clear
WX-0004725,CDG,2024-12-04,37,10,10.0,Cloudy
WX-0004726,CDG,2024-12-05,12,17,8.2,Rain
WX-0004727,CDG,2024-12-06,19,4,9.4,Clear
WX-0004728,CDG,2024-12-07,19,12,9.0,Clear
WX-0004729,CDG,2024-12-08,22,9,8.4,Clear
WX-0004730,CDG,2024-12-09,23,2,9.4,Clear
WX-0004731,CDG,2024-12-10,24,6,8.1,Clear
WX-0004732,CDG,2024-12-11,13,12,10.0,Clear
WX-0004733,CDG,2024-12-12,17,2,8.0,Clear
WX-0004734,CDG,2024-12-13,25,13,9.2,Clear
WX-0004735,CDG,2024-12-14,37,13,8.1,Clear
WX-0004736,CDG,2024-12-15,36,3,9.0,Clear
WX-0004737,CDG,2024-12-16,38,14,9.4,Rain
WX-0004738,CDG,2024-12-17,14,3,3.5,Fog
WX-0004739,CDG,2024-12-18,19,12,8.5,Cloudy
WX-0004740,CDG,2024-12-19,30,8,8.2,Cloudy
WX-0004741,CDG,2024-12-20,16,5,8.1,Cloudy
WX-0004742,CDG,2024-12-21,13,6,1.5,Storm
WX-0004743,CDG,2024-12-22,24,3,8.3,Clear
WX-0004744,CDG,2024-12-23,24,9,9.2,Cloudy
WX-0004745,CDG,2024-12-24,24,2,8.6,Cloudy
WX-0004746,CDG,2024-12-25,23,14,9.0,Cloudy
WX-0004747,CDG,2024-12-26,39,12,8.1,Clear
WX-0004748,CDG,2024-12-27,38,6,9.4,Clear
WX-0004749,CDG,2024-12-28,29,23,2.9,Storm
WX-0004750,CDG,2024-12-29,33,5,3.8,Storm
WX-0004751,CDG,2024-12-30,23,23,8.8,Rain
WX-0004752,CDG,2024-12-31,39,6,8.3,Cloudy
WX-0004753,CDG,2025-01-01,31,2,8.9,Clear
WX-0004754,CDG,2025-01-02,25,2,9.8,Clear
WX-0004755,CDG,2025-01-03,29,3,10.0,Cloudy
WX-0004756,CDG,2025-01-04,15,5,9.6,Clear
WX-0004757,CDG,2025-01-05,17,3,8.9,Clear
WX-0004758,CDG,2025-01-06,11,14,2.7,Fog
WX-0004759,CDG,2025-01-07,28,12,8.9,Clear
WX-0004760,CDG,2025-01-08,12,14,8.1,Cloudy
WX-0004761,CDG,2025-01-09,24,3,8.4,Clear
WX-0004762,CDG,2025-01-10,38,4,9.7,Clear
WX-0004763,CDG,2025-01-11,22,11,9.1,Cloudy
WX-0004764,CDG,2025-01-12,12,14,8.9,Clear
WX-0004765,CDG,2025-01-13,17,13,8.7,Clear
WX-0004766,CDG,2025-01-14,13,6,9.1,Clear
WX-0004767,CDG,2025-01-15,30,10,9.3,Clear
WX-0004768,CDG,2025-01-16,32,14,8.2,Cloudy
WX-0004769,CDG,2025-01-17,12,11,8.3,Clear
WX-0004770,CDG,2025-01-18,29,2,8.3,Clear
WX-0004771,CDG,2025-01-19,12,12,9.7,Clear
WX-0004772,CDG,2025-01-20,11,11,9.0,Clear
WX-0004773,CDG,2025-01-21,22,4,9.2,Cloudy
WX-0004774,CDG,2025-01-22,17,13,9.4,Clear
WX-0004775,CDG,2025-01-23,32,10,9.9,Clear
WX-0004776,CDG,2025-01-24,23,13,9.6,Clear
WX-0004777,CDG,2025-01-25,38,13,9.9,Clear
WX-0004778,CDG,2025-01-26,17,4,9.3,Clear
WX-0004779,CDG,2025-01-27,30,29,9.4,Rain
WX-0004780,CDG,2025-01-28,20,7,8.5,Cloudy
WX-0004781,CDG,2025-01-29,31,9,8.2,Clear
WX-0004782,CDG,2025-01-30,17,2,9.0,Clear
WX-0004783,CDG,2025-01-31,36,44,9.8,Rain
WX-0004784,CDG,2025-02-01,30,8,9.8,Clear
WX-0004785,CDG,2025-02-02,21,2,8.2,Cloudy
WX-0004786,CDG,2025-02-03,39,6,8.1,Clear
WX-0004787,CDG,2025-02-04,32,11,8.5,Cloudy
WX-0004788,CDG,2025-02-05,11,22,9.3,Rain
WX-0004789,CDG,2025-02-06,19,5,9.0,Cloudy
WX-0004790,CDG,2025-02-07,39,7,8.5,Clear
WX-0004791,CDG,2025-02-08,13,9,9.6,Clear
WX-0004792,CDG,2025-02-09,36,10,8.7,Clear
WX-0004793,CDG,2025-02-10,19,13,9.4,Clear
WX-0004794,CDG,2025-02-11,32,8,8.7,Clear
WX-0004795,CDG,2025-02-12,16,6,8.9,Clear
WX-0004796,CDG,2025-02-13,31,11,9.9,Clear
WX-0004797,CDG,2025-02-14,33,13,8.3,Clear
WX-0004798,CDG,2025-02-15,37,13,9.8,Clear
WX-0004799,CDG,2025-02-16,40,4,8.9,Clear
WX-0004800,CDG,2025-02-17,18,8,9.8,Cloudy
WX-0004801,CDG,2025-02-18,29,18,9.5,Rain
WX-0004802,CDG,2025-02-19,17,12,8.2,Cloudy
WX-0004803,CDG,2025-02-20,20,11,8.6,Clear
WX-0004804,CDG,2025-02-21,22,9,9.7,Clear
WX-0004805,CDG,2025-02-22,20,13,10.0,Cloudy
WX-0004806,CDG,2025-02-23,34,7,8.6,Clear
WX-0004807,CDG,2025-02-24,19,9,8.8,Clear
WX-0004808,CDG,2025-02-25,13,11,9.1,Clear
WX-0004809,CDG,2025-02-26,26,13,8.5,Cloudy
WX-0004810,CDG,2025-02-27,14,13,8.8,Clear
WX-0004811,CDG,2025-02-28,23,8,9.2,Cloudy
WX-0004812,CDG,2025-03-01,10,6,2.3,Storm
WX-0004813,CDG,2025-03-02,27,14,9.1,Clear
WX-0004814,CDG,2025-03-03,27,41,1.9,Storm
WX-0004815,CDG,2025-03-04,33,14,8.8,Clear
WX-0004816,CDG,2025-03-05,22,13,9.5,Clear
WX-0004817,CDG,2025-03-06,18,2,9.5,Clear
WX-0004818,CDG,2025-03-07,30,38,2.8,Storm
WX-0004819,CDG,2025-03-08,14,14,9.0,Clear
WX-0004820,CDG,2025-03-09,39,11,9.1,Clear
WX-0004821,CDG,2025-03-10,19,2,8.9,Clear
WX-0004822,CDG,2025-03-11,22,3,8.1,Clear
WX-0004823,CDG,2025-03-12,12,11,8.1,Clear
WX-0004824,CDG,2025-03-13,37,10,8.4,Cloudy
WX-0004825,CDG,2025-03-14,41,27,1.5,Storm
WX-0004826,CDG,2025-03-15,29,4,9.9,Clear
WX-0004827,CDG,2025-03-16,20,10,9.8,Clear
WX-0004828,CDG,2025-03-17,12,8,1.6,Fog
WX-0004829,CDG,2025-03-18,11,11,9.9,Clear
WX-0004830,CDG,2025-03-19,22,11,8.7,Clear
WX-0004831,CDG,2025-03-20,38,5,2.5,Fog
WX-0004832,CDG,2025-03-21,21,7,9.5,Cloudy
WX-0004833,CDG,2025-03-22,17,14,8.3,Clear
WX-0004834,CDG,2025-03-23,32,12,8.6,Clear
WX-0004835,CDG,2025-03-24,24,35,8.2,Rain
WX-0004836,CDG,2025-03-25,21,40,9.6,Rain
WX-0004837,CDG,2025-03-26,20,5,9.2,Clear
WX-0004838,CDG,2025-03-27,25,30,8.5,Rain
WX-0004839,CDG,2025-03-28,39,12,9.2,Cloudy
WX-0004840,CDG,2025-03-29,11,7,2.1,Fog
WX-0004841,CDG,2025-03-30,15,10,9.1,Clear
WX-0004842,CDG,2025-03-31,23,31,9.6,Rain
WX-0004843,CDG,2025-04-01,39,14,9.1,Cloudy
WX-0004844,CDG,2025-04-02,18,10,9.6,Clear
WX-0004845,CDG,2025-04-03,14,2,8.1,Clear
WX-0004846,CDG,2025-04-04,30,2,8.8,Clear
WX-0004847,CDG,2025-04-05,17,11,9.3,Rain
WX-0004848,CDG,2025-04-06,22,7,8.5,Clear
WX-0004849,CDG,2025-04-07,12,14,9.3,Clear
WX-0004850,CDG,2025-04-08,28,11,8.7,Cloudy
WX-0004851,CDG,2025-04-09,41,11,9.8,Cloudy
WX-0004852,CDG,2025-04-10,31,12,9.2,Clear
WX-0004853,CDG,2025-04-11,12,6,8.8,Clear
WX-0004854,CDG,2025-04-12,34,4,10.0,Clear
WX-0004855,CDG,2025-04-13,33,10,8.2,Cloudy
WX-0004856,CDG,2025-04-14,39,10,8.8,Clear
WX-0004857,CDG,2025-04-15,15,2,8.9,Cloudy
WX-0004858,CDG,2025-04-16,24,20,8.9,Rain
WX-0004859,CDG,2025-04-17,34,6,8.6,Clear
WX-0004860,CDG,2025-04-18,25,10,8.9,Cloudy
WX-0004861,CDG,2025-04-19,24,9,9.7,Rain
WX-0004862,CDG,2025-04-20,37,13,9.3,Clear
WX-0004863,CDG,2025-04-21,15,10,8.5,Clear
WX-0004864,CDG,2025-04-22,28,7,8.9,Clear
WX-0004865,CDG,2025-04-23,17,10,9.2,Clear
WX-0004866,CDG,2025-04-24,20,6,8.9,Clear
WX-0004867,CDG,2025-04-25,20,4,8.6,Clear
WX-0004868,CDG,2025-04-26,34,4,8.7,Clear
WX-0004869,CDG,2025-04-27,34,2,9.6,Clear
WX-0004870,CDG,2025-04-28,10,6,8.5,Clear
WX-0004871,CDG,2025-04-29,31,5,8.3,Clear
WX-0004872,CDG,2025-04-30,32,6,8.4,Clear
WX-0004873,CDG,2025-05-01,22,14,8.3,Clear
WX-0004874,CDG,2025-05-02,31,14,8.2,Cloudy
WX-0004875,CDG,2025-05-03,40,4,8.5,Clear
WX-0004876,CDG,2025-05-04,24,7,3.2,Fog
WX-0004877,CDG,2025-05-05,24,26,9.7,Rain
WX-0004878,CDG,2025-05-06,22,10,8.5,Clear
WX-0004879,CDG,2025-05-07,40,2,8.7,Clear
WX-0004880,CDG,2025-05-08,24,7,9.8,Cloudy
WX-0004881,CDG,2025-05-09,12,26,8.3,Rain
WX-0004882,CDG,2025-05-10,31,14,8.4,Clear
WX-0004883,CDG,2025-05-11,38,14,9.3,Cloudy
WX-0004884,CDG,2025-05-12,29,9,8.4,Clear
WX-0004885,CDG,2025-05-13,24,6,9.3,Clear
WX-0004886,CDG,2025-05-14,31,11,9.7,Cloudy
WX-0004887,CDG,2025-05-15,24,4,9.5,Clear
WX-0004888,CDG,2025-05-16,15,13,9.3,Clear
WX-0004889,CDG,2025-05-17,16,8,8.6,Cloudy
WX-0004890,CDG,2025-05-18,15,16,9.3,Rain
WX-0004891,CDG,2025-05-19,41,9,10.0,Clear
WX-0004892,CDG,2025-05-20,20,3,8.2,Cloudy
WX-0004893,CDG,2025-05-21,35,21,1.1,Storm
WX-0004894,CDG,2025-05-22,20,3,9.8,Clear
WX-0004895,CDG,2025-05-23,23,10,8.5,Clear
WX-0004896,CDG,2025-05-24,21,10,8.3,Clear
WX-0004897,CDG,2025-05-25,20,38,8.4,Rain
WX-0004898,CDG,2025-05-26,38,10,9.3,Cloudy
WX-0004899,CDG,2025-05-27,32,9,9.0,Clear
WX-0004900,CDG,2025-05-28,18,8,8.6,Clear
WX-0004901,CDG,2025-05-29,11,5,8.9,Rain
WX-0004902,CDG,2025-05-30,12,13,9.8,Clear
WX-0004903,CDG,2025-05-31,40,12,8.5,Clear
WX-0004904,CDG,2025-06-01,34,16,8.8,Rain
WX-0004905,CDG,2025-06-02,14,4,9.8,Clear
WX-0004906,CDG,2025-06-03,19,9,9.1,Clear
WX-0004907,CDG,2025-06-04,22,34,3.1,Storm
WX-0004908,CDG,2025-06-05,34,8,9.5,Clear
WX-0004909,CDG,2025-06-06,27,8,8.0,Clear
WX-0004910,CDG,2025-06-07,38,6,9.9,Clear
WX-0004911,CDG,2025-06-08,21,6,9.8,Clear
WX-0004912,CDG,2025-06-09,24,6,9.5,Clear
WX-0004913,CDG,2025-06-10,39,13,9.4,Clear
WX-0004914,CDG,2025-06-11,28,14,8.0,Clear
WX-0004915,CDG,2025-06-12,10,13,9.4,Clear
WX-0004916,CDG,2025-06-13,38,10,9.2,Rain
WX-0004917,CDG,2025-06-14,16,6,8.3,Cloudy
WX-0004918,CDG,2025-06-15,41,10,1.2,Fog
WX-0004919,CDG,2025-06-16,41,17,10.0,Rain
WX-0004920,CDG,2025-06-17,40,9,9.5,Clear
WX-0004921,CDG,2025-06-18,23,10,8.7,Clear
WX-0004922,CDG,2025-06-19,41,6,9.9,Clear
WX-0004923,CDG,2025-06-20,35,7,8.7,Clear
WX-0004924,CDG,2025-06-21,20,8,8.3,Clear
WX-0004925,CDG,2025-06-22,11,3,9.4,Clear
WX-0004926,CDG,2025-06-23,41,13,3.0,Fog
WX-0004927,CDG,2025-06-24,27,6,9.8,Clear
WX-0004928,CDG,2025-06-25,30,6,8.3,Clear
WX-0004929,CDG,2025-06-26,29,6,3.5,Fog
WX-0004930,CDG,2025-06-27,15,9,8.4,Clear
WX-0004931,CDG,2025-06-28,13,5,9.4,Clear
WX-0004932,CDG,2025-06-29,26,13,9.0,Clear
WX-0004933,CDG,2025-06-30,11,4,8.6,Clear
WX-0004934,CDG,2025-07-01,31,7,8.3,Rain
WX-0004935,CDG,2025-07-02,18,6,8.4,Clear
WX-0004936,CDG,2025-07-03,17,8,9.5,Rain
WX-0004937,CDG,2025-07-04,26,10,9.7,Clear
WX-0004938,CDG,2025-07-05,13,4,8.3,Clear
WX-0004939,CDG,2025-07-06,31,12,8.9,Cloudy
WX-0004940,CDG,2025-07-07,25,9,8.3,Clear
WX-0004941,CDG,2025-07-08,12,11,10.0,Cloudy
WX-0004942,CDG,2025-07-09,24,10,8.6,Clear
WX-0004943,CDG,2025-07-10,26,9,8.3,Cloudy
WX-0004944,CDG,2025-07-11,19,34,9.3,Rain
WX-0004945,CDG,2025-07-12,10,14,8.2,Clear
WX-0004946,CDG,2025-07-13,28,34,8.8,Rain
WX-0004947,CDG,2025-07-14,27,13,8.4,Clear
WX-0004948,CDG,2025-07-15,41,8,9.4,Clear
WX-0004949,CDG,2025-07-16,12,8,9.5,Clear
WX-0004950,CDG,2025-07-17,15,10,9.3,Cloudy
WX-0004951,CDG,2025-07-18,19,9,9.8,Clear
WX-0004952,CDG,2025-07-19,28,4,8.1,Clear
WX-0004953,CDG,2025-07-20,22,10,9.5,Cloudy
WX-0004954,CDG,2025-07-21,21,11,9.6,Clear
WX-0004955,CDG,2025-07-22,14,3,8.4,Clear
WX-0004956,CDG,2025-07-23,36,5,8.2,Clear
WX-0004957,CDG,2025-07-24,28,4,9.9,Clear
WX-0004958,CDG,2025-07-25,17,6,9.6,Clear
WX-0004959,CDG,2025-07-26,24,8,8.2,Clear
WX-0004960,CDG,2025-07-27,12,7,9.6,Cloudy
WX-0004961,CDG,2025-07-28,35,5,9.3,Clear
WX-0004962,CDG,2025-07-29,25,12,9.9,Clear
WX-0004963,CDG,2025-07-30,14,30,8.2,Rain
WX-0004964,CDG,2025-07-31,31,11,9.3,Clear
WX-0004965,CDG,2025-08-01,10,3,9.7,Clear
WX-0004966,CDG,2025-08-02,13,19,8.8,Rain
WX-0004967,CDG,2025-08-03,31,4,9.4,Clear
WX-0004968,CDG,2025-08-04,27,4,9.7,Clear
WX-0004969,CDG,2025-08-05,10,12,8.3,Clear
WX-0004970,CDG,2025-08-06,41,9,9.2,Clear
WX-0004971,CDG,2025-08-07,36,5,9.9,Clear
WX-0004972,CDG,2025-08-08,12,4,9.2,Clear
WX-0004973,CDG,2025-08-09,32,19,9.9,Rain
WX-0004974,CDG,2025-08-10,17,8,8.3,Clear
WX-0004975,CDG,2025-08-11,32,12,8.1,Clear
WX-0004976,CDG,2025-08-12,17,13,9.5,Clear
WX-0004977,CDG,2025-08-13,12,4,9.5,Clear
WX-0004978,CDG,2025-08-14,33,11,9.9,Clear
WX-0004979,CDG,2025-08-15,29,6,9.3,Clear
WX-0004980,CDG,2025-08-16,25,5,9.3,Cloudy
WX-0004981,CDG,2025-08-17,39,8,8.6,Clear
WX-0004982,CDG,2025-08-18,38,11,8.2,Clear
WX-0004983,CDG,2025-08-19,40,7,9.0,Clear
WX-0004984,CDG,2025-08-20,22,12,8.1,Cloudy
WX-0004985,CDG,2025-08-21,33,2,8.4,Cloudy
WX-0004986,CDG,2025-08-22,24,9,9.6,Clear
WX-0004987,CDG,2025-08-23,41,9,8.5,Clear
WX-0004988,CDG,2025-08-24,13,6,8.1,Clear
WX-0004989,CDG,2025-08-25,25,2,9.9,Clear
WX-0004990,CDG,2025-08-26,40,31,4.0,Storm
WX-0004991,CDG,2025-08-27,37,3,8.0,Cloudy
WX-0004992,CDG,2025-08-28,32,7,8.1,Clear
WX-0004993,CDG,2025-08-29,39,7,10.0,Cloudy
WX-0004994,CDG,2025-08-30,12,5,8.8,Clear
WX-0004995,CDG,2025-08-31,34,10,8.0,Clear
WX-0004996,CDG,2025-09-01,12,6,8.3,Clear
WX-0004997,CDG,2025-09-02,23,9,8.9,Clear
WX-0004998,CDG,2025-09-03,34,2,8.3,Clear
WX-0004999,CDG,2025-09-04,12,38,9.3,Rain
WX-0005000,CDG,2025-09-05,24,11,8.6,Clear
WX-0005001,CDG,2025-09-06,19,4,8.3,Clear
WX-0005002,CDG,2025-09-07,22,14,8.7,Clear
WX-0005003,CDG,2025-09-08,21,4,9.6,Clear
WX-0005004,CDG,2025-09-09,31,14,8.8,Clear
WX-0005005,CDG,2025-09-10,21,8,8.0,Cloudy
WX-0005006,CDG,2025-09-11,22,4,9.5,Clear
WX-0005007,CDG,2025-09-12,37,22,2.9,Storm
WX-0005008,CDG,2025-09-13,33,10,9.8,Cloudy
WX-0005009,CDG,2025-09-14,31,3,9.5,Clear
WX-0005010,CDG,2025-09-15,17,12,9.1,Clear
WX-0005011,CDG,2025-09-16,38,13,8.9,Clear
WX-0005012,CDG,2025-09-17,30,30,9.1,Rain
WX-0005013,CDG,2025-09-18,12,6,9.2,Clear
WX-0005014,CDG,2025-09-19,23,12,8.5,Clear
WX-0005015,CDG,2025-09-20,22,6,8.2,Cloudy
WX-0005016,CDG,2025-09-21,19,12,9.6,Clear
WX-0005017,CDG,2025-09-22,20,8,8.7,Cloudy
WX-0005018,CDG,2025-09-23,11,5,9.0,Clear
WX-0005019,CDG,2025-09-24,24,2,10.0,Clear
WX-0005020,CDG,2025-09-25,25,5,3.7,Fog
WX-0005021,CDG,2025-09-26,25,10,8.3,Clear
WX-0005022,CDG,2025-09-27,32,36,9.4,Rain
WX-0005023,CDG,2025-09-28,33,22,3.2,Storm
WX-0005024,CDG,2025-09-29,27,9,2.5,Storm
WX-0005025,CDG,2025-09-30,19,14,8.3,Rain
WX-0005026,CDG,2025-10-01,10,9,9.7,Clear
WX-0005027,CDG,2025-10-02,31,2,9.2,Clear
WX-0005028,CDG,2025-10-03,36,12,8.1,Clear
WX-0005029,CDG,2025-10-04,40,10,8.9,Clear
WX-0005030,CDG,2025-10-05,16,2,8.5,Clear
WX-0005031,CDG,2025-10-06,32,11,8.5,Clear
WX-0005032,CDG,2025-10-07,17,4,9.2,Clear
WX-0005033,CDG,2025-10-08,34,8,9.4,Clear
WX-0005034,CDG,2025-10-09,21,8,8.2,Clear
WX-0005035,CDG,2025-10-10,17,7,9.5,Clear
WX-0005036,CDG,2025-10-11,33,7,8.4,Clear
WX-0005037,CDG,2025-10-12,40,8,8.1,Rain
WX-0005038,CDG,2025-10-13,21,21,3.3,Storm
WX-0005039,CDG,2025-10-14,10,4,8.7,Clear
WX-0005040,CDG,2025-10-15,24,12,9.0,Clear
WX-0005041,CDG,2025-10-16,38,7,8.4,Cloudy
WX-0005042,CDG,2025-10-17,27,8,3.2,Fog
WX-0005043,CDG,2025-10-18,21,4,9.1,Clear
WX-0005044,CDG,2025-10-19,33,5,8.7,Clear
WX-0005045,CDG,2025-10-20,22,12,2.8,Fog
WX-0005046,CDG,2025-10-21,24,10,9.7,Clear
WX-0005047,CDG,2025-10-22,10,11,9.9,Clear
WX-0005048,CDG,2025-10-23,34,5,8.5,Cloudy
WX-0005049,CDG,2025-10-24,29,14,8.6,Clear
WX-0005050,CDG,2025-10-25,18,2,2.3,Fog
WX-0005051,CDG,2025-10-26,41,11,9.0,Cloudy
WX-0005052,CDG,2025-10-27,11,5,9.0,Clear
WX-0005053,CDG,2025-10-28,21,4,8.9,Clear
WX-0005054,CDG,2025-10-29,36,2,8.6,Cloudy
WX-0005055,CDG,2025-10-30,20,11,9.9,Clear
WX-0005056,CDG,2025-10-31,11,6,9.5,Clear
WX-0005057,CDG,2025-11-01,16,20,9.0,Rain
WX-0005058,CDG,2025-11-02,39,9,9.4,Cloudy
WX-0005059,CDG,2025-11-03,37,9,8.5,Cloudy
WX-0005060,CDG,2025-11-04,19,30,8.2,Rain
WX-0005061,CDG,2025-11-05,39,13,8.4,Clear
WX-0005062,CDG,2025-11-06,30,5,8.0,Clear
WX-0005063,CDG,2025-11-07,37,13,8.1,Clear
WX-0005064,CDG,2025-11-08,10,32,8.3,Rain
WX-0005065,CDG,2025-11-09,30,13,9.5,Clear
WX-0005066,CDG,2025-11-10,13,12,9.3,Clear
WX-0005067,CDG,2025-11-11,11,4,1.4,Fog
WX-0005068,CDG,2025-11-12,32,10,8.7,Cloudy
WX-0005069,CDG,2025-11-13,30,12,9.7,Clear
WX-0005070,CDG,2025-11-14,15,3,9.9,Cloudy
WX-0005071,CDG,2025-11-15,39,10,3.7,Fog
WX-0005072,CDG,2025-11-16,16,10,9.3,Cloudy
WX-0005073,CDG,2025-11-17,36,26,9.5,Rain
WX-0005074,CDG,2025-11-18,12,27,9.4,Rain
WX-0005075,CDG,2025-11-19,35,2,8.8,Cloudy
WX-0005076,CDG,2025-11-20,29,11,9.8,Rain
WX-0005077,CDG,2025-11-21,12,9,8.8,Clear
WX-0005078,CDG,2025-11-22,22,5,8.4,Clear
WX-0005079,CDG,2025-11-23,35,11,9.4,Clear
WX-0005080,CDG,2025-11-24,18,2,9.9,Clear
WX-0005081,CDG,2025-11-25,37,9,9.5,Cloudy
WX-0005082,CDG,2025-11-26,26,6,8.3,Clear
