Delay_ID,Flight_ID,Delay_Reason,Delay_Minutes
DEL-021121,FL-091875,Weather,75
DEL-021122,FL-091876,Maintenance,40
DEL-021123,FL-091881,Maintenance,16
DEL-021124,FL-091884,Maintenance,71
DEL-021125,FL-091887,Air Traffic Control,61
DEL-021126,FL-091897,Air Traffic Control,46
DEL-021127,FL-091899,Late Aircraft Arrival,119
DEL-021128,FL-091903,Late Aircraft Arrival,138
DEL-021129,FL-091912,Late Aircraft Arrival,26
DEL-021130,FL-091915,Weather,33
DEL-021131,FL-091917,Weather,30
DEL-021132,FL-091919,Weather,18
DEL-021133,FL-091929,Late Aircraft Arrival,44
DEL-021134,FL-091934,Security,41
DEL-021135,FL-091935,Weather,42
DEL-021136,FL-091937,Late Aircraft Arrival,24
DEL-021137,FL-091938,Air Traffic Control,96
DEL-021138,FL-091941,Late Aircraft Arrival,53
DEL-021139,FL-091948,Late Aircraft Arrival,24
DEL-021140,FL-091949,Late Aircraft Arrival,52
DEL-021141,FL-091950,Maintenance,31
DEL-021142,FL-091951,Maintenance,23
DEL-021143,FL-091963,Weather,75
DEL-021144,FL-091965,Late Aircraft Arrival,37
DEL-021145,FL-091968,Maintenance,47
DEL-021146,FL-091977,Late Aircraft Arrival,28
DEL-021147,FL-091979,Weather,156
DEL-021148,FL-091983,Maintenance,30
DEL-021149,FL-091985,Weather,75
DEL-021150,FL-091986,Maintenance,42
DEL-021151,FL-091988,Late Aircraft Arrival,29
DEL-021152,FL-091990,Maintenance,48
DEL-021153,FL-091999,Maintenance,125
DEL-021154,FL-092001,Maintenance,26
DEL-021155,FL-092002,Air Traffic Control,25
DEL-021156,FL-092009,Air Traffic Control,16
DEL-021157,FL-092010,Maintenance,28
DEL-021158,FL-092011,Maintenance,17
DEL-021159,FL-092017,Weather,47
DEL-021160,FL-092018,Late Aircraft Arrival,58
DEL-021161,FL-092027,Weather,58
DEL-021162,FL-092029,Maintenance,31
DEL-021163,FL-092033,Late Aircraft Arrival,263
DEL-021164,FL-092035,Air Traffic Control,16
DEL-021165,FL-092036,Weather,94
DEL-021166,FL-092037,Late Aircraft Arrival,73
DEL-021167,FL-092042,Maintenance,22
DEL-021168,FL-092046,Weather,16
DEL-021169,FL-092049,Air Traffic Control,152
DEL-021170,FL-092058,Weather,301
DEL-021171,FL-092073,Air Traffic Control,106
DEL-021172,FL-092075,Weather,15
DEL-021173,FL-092077,Air Traffic Control,19
DEL-021174,FL-092078,Late Aircraft Arrival,46
DEL-021175,FL-092079,Air Traffic Control,49
DEL-021176,FL-092086,Air Traffic Control,44
DEL-021177,FL-092091,Maintenance,132
DEL-021178,FL-092096,Security,31
DEL-021179,FL-092105,Maintenance,17
DEL-021180,FL-092109,Maintenance,16
DEL-021181,FL-092116,Air Traffic Control,91
DEL-021182,FL-092122,Weather,15
DEL-021183,FL-092124,Weather,61
DEL-021184,FL-092125,Weather,16
DEL-021185,FL-092127,Maintenance,33
DEL-021186,FL-092130,Weather,19
DEL-021187,FL-092132,Maintenance,37
DEL-021188,FL-092154,Maintenance,174
DEL-021189,FL-092156,Weather,45
DEL-021190,FL-092158,Air Traffic Control,24
DEL-021191,FL-092159,Air Traffic Control,15
DEL-021192,FL-092161,Security,30
DEL-021193,FL-092167,Air Traffic Control,33
DEL-021194,FL-092168,Air Traffic Control,31
DEL-021195,FL-092178,Weather,74
DEL-021196,FL-092188,Weather,79
DEL-021197,FL-092194,Maintenance,36
DEL-021198,FL-092195,Weather,26
DEL-021199,FL-092205,Air Traffic Control,25
DEL-021200,FL-092213,Air Traffic Control,63
DEL-021201,FL-092215,Weather,49
DEL-021202,FL-092218,Weather,55
DEL-021203,FL-092220,Weather,21
DEL-021204,FL-092221,Weather,71
DEL-021205,FL-092222,Weather,46
DEL-021206,FL-092228,Weather,19
DEL-021207,FL-092234,Maintenance,57
DEL-021208,FL-092235,Maintenance,19
DEL-021209,FL-092236,Weather,29
DEL-021210,FL-092246,Air Traffic Control,37
DEL-021211,FL-092253,Air Traffic Control,28
DEL-021212,FL-092261,Weather,41
DEL-021213,FL-092262,Weather,24
DEL-021214,FL-092263,Air Traffic Control,83
DEL-021215,FL-092267,Air Traffic Control,43
DEL-021216,FL-092269,Weather,32
DEL-021217,FL-092273,Weather,16
DEL-021218,FL-092275,Air Traffic Control,98
DEL-021219,FL-092277,Weather,58
DEL-021220,FL-092283,Late Aircraft Arrival,83
DEL-021221,FL-092294,Late Aircraft Arrival,90
DEL-021222,FL-092295,Weather,95
DEL-021223,FL-092298,Maintenance,22
DEL-021224,FL-092304,Air Traffic Control,41
DEL-021225,FL-092310,Air Traffic Control,18
DEL-021226,FL-092311,Maintenance,53
DEL-021227,FL-092314,Late Aircraft Arrival,45
DEL-021228,FL-092315,Weather,137
DEL-021229,FL-092318,Weather,53
DEL-021230,FL-092321,Air Traffic Control,45
DEL-021231,FL-092332,Air Traffic Control,48
DEL-021232,FL-092335,Maintenance,37
DEL-021233,FL-092338,Maintenance,28
DEL-021234,FL-092341,Maintenance,29
DEL-021235,FL-092345,Air Traffic Control,30
DEL-021236,FL-092348,Late Aircraft Arrival,293
DEL-021237,FL-092352,Maintenance,58
DEL-021238,FL-092358,Weather,42
DEL-021239,FL-092367,Maintenance,125
DEL-021240,FL-092374,Security,106
DEL-021241,FL-092383,Late Aircraft Arrival,28
DEL-021242,FL-092387,Air Traffic Control,114
DEL-021243,FL-092388,Maintenance,137
DEL-021244,FL-092389,Air Traffic Control,16
DEL-021245,FL-092396,Late Aircraft Arrival,140
DEL-021246,FL-092404,Air Traffic Control,178
DEL-021247,FL-092407,Maintenance,126
DEL-021248,FL-092409,Air Traffic Control,90
DEL-021249,FL-092410,Air Traffic Control,51
DEL-021250,FL-092411,Air Traffic Control,17
DEL-021251,FL-092412,Air Traffic Control,121
DEL-021252,FL-092416,Weather,46
DEL-021253,FL-092433,Air Traffic Control,97
DEL-021254,FL-092438,Air Traffic Control,78
DEL-021255,FL-092454,Late Aircraft Arrival,39
DEL-021256,FL-092456,Late Aircraft Arrival,23
DEL-021257,FL-092459,Maintenance,40
DEL-021258,FL-092462,Security,207
DEL-021259,FL-092465,Air Traffic Control,24
DEL-021260,FL-092469,Weather,64
DEL-021261,FL-092470,Air Traffic Control,17
DEL-021262,FL-092472,Air Traffic Control,89
DEL-021263,FL-092483,Security,72
DEL-021264,FL-092496,Air Traffic Control,68
DEL-021265,FL-092499,Late Aircraft Arrival,86
DEL-021266,FL-092503,Weather,28
DEL-021267,FL-092509,Maintenance,22
DEL-021268,FL-092515,Maintenance,21
DEL-021269,FL-092519,Maintenance,21
DEL-021270,FL-092521,Late Aircraft Arrival,24
DEL-021271,FL-092526,Maintenance,349
DEL-021272,FL-092529,Late Aircraft Arrival,32
DEL-021273,FL-092533,Weather,52
DEL-021274,FL-092539,Late Aircraft Arrival,93
DEL-021275,FL-092545,Weather,17
DEL-021276,FL-092548,Weather,27
DEL-021277,FL-092550,Late Aircraft Arrival,57
DEL-021278,FL-092557,Maintenance,20
DEL-021279,FL-092572,Security,27
DEL-021280,FL-092575,Maintenance,45
DEL-021281,FL-092580,Air Traffic Control,72
DEL-021282,FL-092588,Air Traffic Control,46
DEL-021283,FL-092593,Maintenance,44
DEL-021284,FL-092597,Late Aircraft Arrival,59
DEL-021285,FL-092599,Weather,27
DEL-021286,FL-092609,Weather,23
DEL-021287,FL-092610,Security,17
DEL-021288,FL-092612,Maintenance,22
DEL-021289,FL-092615,Weather,60
DEL-021290,FL-092616,Air Traffic Control,19
DEL-021291,FL-092621,Air Traffic Control,352
DEL-021292,FL-092628,Maintenance,44
DEL-021293,FL-092629,Maintenance,89
DEL-021294,FL-092644,Air Traffic Control,106
DEL-021295,FL-092646,Weather,48
DEL-021296,FL-092649,Weather,56
DEL-021297,FL-092655,Weather,62
DEL-021298,FL-092658,Weather,88
DEL-021299,FL-092669,Air Traffic Control,72
DEL-021300,FL-092671,Late Aircraft Arrival,50
DEL-021301,FL-092677,Maintenance,21
DEL-021302,FL-092678,Weather,42
DEL-021303,FL-092680,Air Traffic Control,53
DEL-021304,FL-092685,Weather,20
DEL-021305,FL-092688,Maintenance,32
DEL-021306,FL-092695,Maintenance,96
DEL-021307,FL-092698,Weather,101
DEL-021308,FL-092700,Air Traffic Control,34
DEL-021309,FL-092702,Late Aircraft Arrival,30
DEL-021310,FL-092703,Air Traffic Control,35
DEL-021311,FL-092704,Maintenance,42
DEL-021312,FL-092709,Air Traffic Control,44
DEL-021313,FL-092710,Late Aircraft Arrival,19
DEL-021314,FL-092715,Late Aircraft Arrival,174
DEL-021315,FL-092718,Air Traffic Control,57
DEL-021316,FL-092719,Weather,219
DEL-021317,FL-092721,Weather,22
DEL-021318,FL-092722,Late Aircraft Arrival,15
DEL-021319,FL-092727,Maintenance,33
DEL-021320,FL-092729,Weather,56
DEL-021321,FL-092730,Weather,24
DEL-021322,FL-092731,Maintenance,57
DEL-021323,FL-092733,Maintenance,28
DEL-021324,FL-092736,Air Traffic Control,25
DEL-021325,FL-092737,Weather,24
DEL-021326,FL-092741,Weather,127
DEL-021327,FL-092743,Maintenance,46
DEL-021328,FL-092765,Weather,80
DEL-021329,FL-092768,Air Traffic Control,35
DEL-021330,FL-092772,Late Aircraft Arrival,100
DEL-021331,FL-092777,Late Aircraft Arrival,122
DEL-021332,FL-092781,Late Aircraft Arrival,190
DEL-021333,FL-092783,Air Traffic Control,96
DEL-021334,FL-092790,Late Aircraft Arrival,106
DEL-021335,FL-092796,Maintenance,23
DEL-021336,FL-092798,Air Traffic Control,56
DEL-021337,FL-092806,Weather,64
DEL-021338,FL-092807,Weather,29
DEL-021339,FL-092810,Air Traffic Control,69
DEL-021340,FL-092811,Security,73
DEL-021341,FL-092815,Late Aircraft Arrival,21
DEL-021342,FL-092816,Weather,121
DEL-021343,FL-092817,Weather,80
DEL-021344,FL-092838,Security,30
DEL-021345,FL-092840,Late Aircraft Arrival,16
DEL-021346,FL-092842,Air Traffic Control,24
DEL-021347,FL-092851,Late Aircraft Arrival,77
DEL-021348,FL-092853,Security,50
DEL-021349,FL-092871,Late Aircraft Arrival,48
DEL-021350,FL-092883,Air Traffic Control,23
DEL-021351,FL-092891,Maintenance,20
DEL-021352,FL-092895,Maintenance,45
DEL-021353,FL-092899,Maintenance,55
DEL-021354,FL-092900,Late Aircraft Arrival,129
DEL-021355,FL-092905,Air Traffic Control,35
DEL-021356,FL-092907,Maintenance,35
DEL-021357,FL-092908,Late Aircraft Arrival,51
DEL-021358,FL-092909,Air Traffic Control,45
DEL-021359,FL-092914,Air Traffic Control,40
DEL-021360,FL-092917,Maintenance,20
DEL-021361,FL-092920,Air Traffic Control,56
DEL-021362,FL-092921,Air Traffic Control,47
DEL-021363,FL-092924,Late Aircraft Arrival,40
DEL-021364,FL-092927,Maintenance,48
DEL-021365,FL-092928,Maintenance,56
DEL-021366,FL-092931,Air Traffic Control,48
DEL-021367,FL-092935,Air Traffic Control,25
DEL-021368,FL-092937,Weather,54
DEL-021369,FL-092941,Maintenance,71
DEL-021370,FL-092945,Security,41
DEL-021371,FL-092947,Late Aircraft Arrival,200
DEL-021372,FL-092950,Weather,20
DEL-021373,FL-092952,Late Aircraft Arrival,24
DEL-021374,FL-092953,Weather,68
DEL-021375,FL-092956,Late Aircraft Arrival,36
DEL-021376,FL-092961,Weather,37
DEL-021377,FL-092962,Air Traffic Control,19
DEL-021378,FL-092969,Maintenance,100
DEL-021379,FL-092980,Weather,93
DEL-021380,FL-092981,Weather,39
DEL-021381,FL-092982,Weather,45
DEL-021382,FL-092983,Air Traffic Control,50
DEL-021383,FL-092984,Late Aircraft Arrival,63
DEL-021384,FL-092985,Security,26
DEL-021385,FL-093007,Late Aircraft Arrival,152
DEL-021386,FL-093012,Air Traffic Control,28
DEL-021387,FL-093014,Late Aircraft Arrival,15
DEL-021388,FL-093022,Weather,106
DEL-021389,FL-093041,Air Traffic Control,63
DEL-021390,FL-093045,Air Traffic Control,29
DEL-021391,FL-093046,Late Aircraft Arrival,55
DEL-021392,FL-093056,Late Aircraft Arrival,58
DEL-021393,FL-093058,Air Traffic Control,24
DEL-021394,FL-093067,Air Traffic Control,16
DEL-021395,FL-093070,Maintenance,40
DEL-021396,FL-093078,Air Traffic Control,70
DEL-021397,FL-093080,Late Aircraft Arrival,61
DEL-021398,FL-093086,Weather,16
DEL-021399,FL-093089,Late Aircraft Arrival,27
DEL-021400,FL-093092,Late Aircraft Arrival,21
DEL-021401,FL-093096,Maintenance,19
DEL-021402,FL-093099,Air Traffic Control,18
DEL-021403,FL-093101,Air Traffic Control,16
DEL-021404,FL-093102,Maintenance,178
DEL-021405,FL-093106,Maintenance,58
DEL-021406,FL-093107,Weather,74
DEL-021407,FL-093109,Air Traffic Control,97
DEL-021408,FL-093119,Late Aircraft Arrival,20
DEL-021409,FL-093120,Air Traffic Control,47
DEL-021410,FL-093121,Maintenance,27
DEL-021411,FL-093136,Weather,31
DEL-021412,FL-093137,Maintenance,47
DEL-021413,FL-093164,Weather,35
DEL-021414,FL-093171,Air Traffic Control,53
DEL-021415,FL-093176,Maintenance,52
DEL-021416,FL-093179,Late Aircraft Arrival,17
DEL-021417,FL-093182,Maintenance,21
DEL-021418,FL-093183,Weather,101
DEL-021419,FL-093190,Maintenance,29
DEL-021420,FL-093194,Weather,226
DEL-021421,FL-093207,Air Traffic Control,65
DEL-021422,FL-093209,Weather,96
DEL-021423,FL-093211,Maintenance,54
DEL-021424,FL-093217,Maintenance,17
DEL-021425,FL-093228,Air Traffic Control,77
DEL-021426,FL-093230,Air Traffic Control,41
DEL-021427,FL-093234,Air Traffic Control,59
DEL-021428,FL-093235,Late Aircraft Arrival,25
DEL-021429,FL-093237,Weather,90
DEL-021430,FL-093244,Security,47
DEL-021431,FL-093245,Weather,37
DEL-021432,FL-093265,Air Traffic Control,29
DEL-021433,FL-093267,Weather,30
DEL-021434,FL-093269,Maintenance,31
DEL-021435,FL-093276,Maintenance,18
DEL-021436,FL-093280,Late Aircraft Arrival,33
DEL-021437,FL-093283,Air Traffic Control,58
DEL-021438,FL-093289,Air Traffic Control,27
DEL-021439,FL-093290,Weather,103
DEL-021440,FL-093295,Air Traffic Control,144
DEL-021441,FL-093297,Air Traffic Control,39
DEL-021442,FL-093299,Weather,57
DEL-021443,FL-093300,Weather,30
DEL-021444,FL-093303,Weather,20
DEL-021445,FL-093306,Maintenance,69
DEL-021446,FL-093313,Maintenance,27
DEL-021447,FL-093314,Air Traffic Control,71
DEL-021448,FL-093316,Late Aircraft Arrival,39
DEL-021449,FL-093325,Air Traffic Control,23
DEL-021450,FL-093326,Security,18
DEL-021451,FL-093328,Air Traffic Control,125
DEL-021452,FL-093329,Air Traffic Control,56
DEL-021453,FL-093340,Air Traffic Control,54
DEL-021454,FL-093341,Late Aircraft Arrival,39
DEL-021455,FL-093344,Air Traffic Control,19
DEL-021456,FL-093346,Late Aircraft Arrival,75
DEL-021457,FL-093350,Maintenance,161
DEL-021458,FL-093352,Air Traffic Control,19
DEL-021459,FL-093353,Air Traffic Control,28
DEL-021460,FL-093358,Air Traffic Control,28
DEL-021461,FL-093359,Weather,72
DEL-021462,FL-093363,Late Aircraft Arrival,82
DEL-021463,FL-093367,Air Traffic Control,21
DEL-021464,FL-093371,Maintenance,35
DEL-021465,FL-093379,Air Traffic Control,44
DEL-021466,FL-093380,Late Aircraft Arrival,41
DEL-021467,FL-093382,Air Traffic Control,41
DEL-021468,FL-093385,Weather,31
DEL-021469,FL-093391,Maintenance,45
DEL-021470,FL-093407,Late Aircraft Arrival,21
DEL-021471,FL-093417,Air Traffic Control,79
DEL-021472,FL-093419,Air Traffic Control,44
DEL-021473,FL-093421,Air Traffic Control,18
DEL-021474,FL-093422,Weather,40
DEL-021475,FL-093423,Weather,72
DEL-021476,FL-093424,Maintenance,49
DEL-021477,FL-093427,Air Traffic Control,17
DEL-021478,FL-093430,Late Aircraft Arrival,17
DEL-021479,FL-093432,Weather,101
DEL-021480,FL-093442,Air Traffic Control,85
DEL-021481,FL-093445,Late Aircraft Arrival,42
DEL-021482,FL-093452,Security,65
DEL-021483,FL-093454,Air Traffic Control,49
DEL-021484,FL-093464,Weather,32
DEL-021485,FL-093467,Weather,37
DEL-021486,FL-093468,Air Traffic Control,29
DEL-021487,FL-093469,Weather,35
DEL-021488,FL-093473,Weather,95
DEL-021489,FL-093481,Air Traffic Control,142
DEL-021490,FL-093484,Weather,47
DEL-021491,FL-093492,Weather,20
DEL-021492,FL-093497,Maintenance,32
DEL-021493,FL-093504,Maintenance,24
DEL-021494,FL-093505,Weather,69
DEL-021495,FL-093510,Weather,21
DEL-021496,FL-093511,Weather,20
DEL-021497,FL-093519,Maintenance,15
DEL-021498,FL-093523,Air Traffic Control,205
DEL-021499,FL-093525,Maintenance,35
DEL-021500,FL-093527,Late Aircraft Arrival,55
DEL-021501,FL-093539,Air Traffic Control,17
DEL-021502,FL-093544,Weather,31
DEL-021503,FL-093552,Weather,33
DEL-021504,FL-093555,Security,104
DEL-021505,FL-093561,Air Traffic Control,87
DEL-021506,FL-093566,Air Traffic Control,25
DEL-021507,FL-093572,Air Traffic Control,25
DEL-021508,FL-093580,Weather,28
DEL-021509,FL-093582,Maintenance,32
DEL-021510,FL-093584,Maintenance,16
DEL-021511,FL-093585,Air Traffic Control,54
DEL-021512,FL-093588,Air Traffic Control,48
DEL-021513,FL-093590,Maintenance,27
DEL-021514,FL-093596,Security,16
DEL-021515,FL-093602,Late Aircraft Arrival,51
DEL-021516,FL-093616,Air Traffic Control,31
DEL-021517,FL-093617,Air Traffic Control,118
DEL-021518,FL-093619,Air Traffic Control,28
DEL-021519,FL-093624,Air Traffic Control,59
DEL-021520,FL-093631,Air Traffic Control,45
DEL-021521,FL-093647,Weather,19
DEL-021522,FL-093662,Air Traffic Control,15
DEL-021523,FL-093669,Air Traffic Control,35
DEL-021524,FL-093673,Maintenance,21
DEL-021525,FL-093674,Air Traffic Control,40
DEL-021526,FL-093677,Security,143
DEL-021527,FL-093679,Weather,23
DEL-021528,FL-093689,Weather,177
DEL-021529,FL-093697,Security,189
DEL-021530,FL-093698,Maintenance,123
DEL-021531,FL-093705,Weather,53
DEL-021532,FL-093706,Air Traffic Control,25
DEL-021533,FL-093713,Weather,43
DEL-021534,FL-093718,Weather,24
DEL-021535,FL-093721,Security,38
DEL-021536,FL-093732,Weather,30
DEL-021537,FL-093736,Maintenance,103
DEL-021538,FL-093739,Air Traffic Control,18
DEL-021539,FL-093741,Air Traffic Control,46
DEL-021540,FL-093744,Late Aircraft Arrival,128
DEL-021541,FL-093749,Late Aircraft Arrival,17
DEL-021542,FL-093753,Maintenance,20
DEL-021543,FL-093765,Maintenance,38
DEL-021544,FL-093772,Air Traffic Control,18
DEL-021545,FL-093773,Late Aircraft Arrival,21
DEL-021546,FL-093776,Air Traffic Control,106
DEL-021547,FL-093779,Weather,15
DEL-021548,FL-093785,Weather,37
DEL-021549,FL-093788,Air Traffic Control,20
DEL-021550,FL-093790,Maintenance,22
DEL-021551,FL-093799,Air Traffic Control,34
DEL-021552,FL-093804,Late Aircraft Arrival,28
DEL-021553,FL-093805,Weather,27
DEL-021554,FL-093806,Air Traffic Control,102
DEL-021555,FL-093818,Maintenance,55
DEL-021556,FL-093822,Late Aircraft Arrival,195
DEL-021557,FL-093834,Weather,24
DEL-021558,FL-093837,Air Traffic Control,41
DEL-021559,FL-093844,Air Traffic Control,43
DEL-021560,FL-093852,Air Traffic Control,31
DEL-021561,FL-093854,Late Aircraft Arrival,21
DEL-021562,FL-093857,Air Traffic Control,82
DEL-021563,FL-093860,Late Aircraft Arrival,116
DEL-021564,FL-093870,Late Aircraft Arrival,74
DEL-021565,FL-093873,Weather,21
DEL-021566,FL-093879,Air Traffic Control,34
DEL-021567,FL-093881,Late Aircraft Arrival,80
DEL-021568,FL-093884,Late Aircraft Arrival,23
DEL-021569,FL-093889,Air Traffic Control,21
DEL-021570,FL-093892,Weather,23
DEL-021571,FL-093893,Late Aircraft Arrival,31
DEL-021572,FL-093895,Air Traffic Control,43
DEL-021573,FL-093896,Late Aircraft Arrival,37
DEL-021574,FL-093906,Weather,39
DEL-021575,FL-093908,Maintenance,57
DEL-021576,FL-093910,Weather,40
DEL-021577,FL-093914,Weather,35
DEL-021578,FL-093918,Security,45
DEL-021579,FL-093924,Air Traffic Control,15
DEL-021580,FL-093925,Air Traffic Control,29
DEL-021581,FL-093934,Maintenance,27
DEL-021582,FL-093938,Air Traffic Control,18
DEL-021583,FL-093947,Air Traffic Control,23
DEL-021584,FL-093948,Weather,87
DEL-021585,FL-093950,Weather,102
DEL-021586,FL-093957,Weather,47
DEL-021587,FL-093962,Weather,39
DEL-021588,FL-093968,Weather,31
DEL-021589,FL-093970,Security,56
DEL-021590,FL-093972,Air Traffic Control,59
DEL-021591,FL-093988,Maintenance,19
DEL-021592,FL-093995,Air Traffic Control,18
DEL-021593,FL-093999,Late Aircraft Arrival,74
DEL-021594,FL-094011,Late Aircraft Arrival,46
DEL-021595,FL-094019,Weather,20
DEL-021596,FL-094024,Air Traffic Control,28
DEL-021597,FL-094029,Maintenance,58
DEL-021598,FL-094030,Air Traffic Control,39
DEL-021599,FL-094031,Weather,166
DEL-021600,FL-094037,Air Traffic Control,100
DEL-021601,FL-094043,Air Traffic Control,85
DEL-021602,FL-094049,Late Aircraft Arrival,50
DEL-021603,FL-094052,Security,31
DEL-021604,FL-094059,Air Traffic Control,31
DEL-021605,FL-094061,Air Traffic Control,179
DEL-021606,FL-094065,Late Aircraft Arrival,28
DEL-021607,FL-094068,Weather,54
DEL-021608,FL-094072,Air Traffic Control,22
DEL-021609,FL-094073,Maintenance,18
DEL-021610,FL-094083,Maintenance,54
DEL-021611,FL-094089,Air Traffic Control,82
DEL-021612,FL-094096,Late Aircraft Arrival,20
DEL-021613,FL-094097,Late Aircraft Arrival,64
DEL-021614,FL-094106,Security,18
DEL-021615,FL-094111,Weather,56
DEL-021616,FL-094115,Air Traffic Control,37
DEL-021617,FL-094124,Security,88
DEL-021618,FL-094131,Late Aircraft Arrival,60
DEL-021619,FL-094135,Weather,88
DEL-021620,FL-094144,Maintenance,23
DEL-021621,FL-094155,Late Aircraft Arrival,16
DEL-021622,FL-094159,Air Traffic Control,116
DEL-021623,FL-094169,Air Traffic Control,64
DEL-021624,FL-094173,Air Traffic Control,89
DEL-021625,FL-094174,Late Aircraft Arrival,27
DEL-021626,FL-094181,Air Traffic Control,25
DEL-021627,FL-094182,Security,34
DEL-021628,FL-094184,Late Aircraft Arrival,25
DEL-021629,FL-094192,Air Traffic Control,90
DEL-021630,FL-094197,Late Aircraft Arrival,68
DEL-021631,FL-094199,Weather,36
DEL-021632,FL-094200,Maintenance,104
DEL-021633,FL-094201,Late Aircraft Arrival,19
DEL-021634,FL-094204,Air Traffic Control,129
DEL-021635,FL-094206,Weather,70
DEL-021636,FL-094214,Weather,20
DEL-021637,FL-094216,Air Traffic Control,83
DEL-021638,FL-094226,Air Traffic Control,24
DEL-021639,FL-094236,Late Aircraft Arrival,49
DEL-021640,FL-094240,Weather,59
DEL-021641,FL-094244,Weather,38
DEL-021642,FL-094254,Air Traffic Control,146
DEL-021643,FL-094255,Air Traffic Control,21
DEL-021644,FL-094267,Late Aircraft Arrival,46
DEL-021645,FL-094268,Air Traffic Control,61
DEL-021646,FL-094276,Air Traffic Control,30
DEL-021647,FL-094280,Air Traffic Control,100
DEL-021648,FL-094282,Weather,115
DEL-021649,FL-094284,Air Traffic Control,50
DEL-021650,FL-094287,Late Aircraft Arrival,38
DEL-021651,FL-094288,Air Traffic Control,44
DEL-021652,FL-094293,Late Aircraft Arrival,63
DEL-021653,FL-094302,Late Aircraft Arrival,39
DEL-021654,FL-094303,Weather,94
DEL-021655,FL-094309,Maintenance,89
DEL-021656,FL-094318,Late Aircraft Arrival,97
DEL-021657,FL-094329,Maintenance,17
DEL-021658,FL-094332,Weather,24
DEL-021659,FL-094335,Air Traffic Control,22
DEL-021660,FL-094336,Air Traffic Control,30
DEL-021661,FL-094339,Maintenance,52
DEL-021662,FL-094344,Late Aircraft Arrival,72
DEL-021663,FL-094358,Security,68
DEL-021664,FL-094364,Weather,36
DEL-021665,FL-094381,Weather,42
DEL-021666,FL-094383,Maintenance,143
DEL-021667,FL-094388,Maintenance,29
DEL-021668,FL-094391,Late Aircraft Arrival,50
DEL-021669,FL-094398,Security,44
DEL-021670,FL-094400,Late Aircraft Arrival,37
DEL-021671,FL-094401,Air Traffic Control,22
DEL-021672,FL-094405,Air Traffic Control,126
DEL-021673,FL-094414,Maintenance,26
DEL-021674,FL-094415,Air Traffic Control,74
DEL-021675,FL-094429,Weather,55
DEL-021676,FL-094433,Air Traffic Control,62
DEL-021677,FL-094435,Late Aircraft Arrival,58
DEL-021678,FL-094436,Air Traffic Control,35
DEL-021679,FL-094443,Maintenance,23
DEL-021680,FL-094447,Air Traffic Control,30
DEL-021681,FL-094450,Maintenance,91
DEL-021682,FL-094451,Air Traffic Control,37
DEL-021683,FL-094454,Late Aircraft Arrival,59
DEL-021684,FL-094461,Late Aircraft Arrival,26
DEL-021685,FL-094467,Air Traffic Control,45
DEL-021686,FL-094469,Weather,153
DEL-021687,FL-094470,Air Traffic Control,86
DEL-021688,FL-094472,Weather,27
DEL-021689,FL-094473,Late Aircraft Arrival,113
DEL-021690,FL-094474,Maintenance,16
DEL-021691,FL-094475,Maintenance,53
DEL-021692,FL-094477,Air Traffic Control,24
DEL-021693,FL-094478,Maintenance,49
DEL-021694,FL-094479,Air Traffic Control,45
DEL-021695,FL-094482,Air Traffic Control,76
DEL-021696,FL-094483,Weather,115
DEL-021697,FL-094484,Air Traffic Control,41
DEL-021698,FL-094486,Air Traffic Control,92
DEL-021699,FL-094503,Late Aircraft Arrival,25
DEL-021700,FL-094504,Security,45
DEL-021701,FL-094513,Air Traffic Control,17
DEL-021702,FL-094516,Air Traffic Control,89
DEL-021703,FL-094517,Weather,21
DEL-021704,FL-094520,Weather,127
DEL-021705,FL-094521,Late Aircraft Arrival,32
DEL-021706,FL-094522,Air Traffic Control,21
DEL-021707,FL-094524,Late Aircraft Arrival,101
DEL-021708,FL-094527,Maintenance,89
DEL-021709,FL-094529,Maintenance,49
DEL-021710,FL-094535,Weather,45
DEL-021711,FL-094538,Air Traffic Control,15
DEL-021712,FL-094543,Late Aircraft Arrival,68
DEL-021713,FL-094544,Maintenance,21
DEL-021714,FL-094549,Weather,21
DEL-021715,FL-094553,Weather,42
DEL-021716,FL-094558,Weather,30
DEL-021717,FL-094562,Weather,19
DEL-021718,FL-094565,Maintenance,203
DEL-021719,FL-094569,Weather,77
DEL-021720,FL-094573,Air Traffic Control,39
DEL-021721,FL-094575,Late Aircraft Arrival,93
DEL-021722,FL-094579,Weather,16
DEL-021723,FL-094581,Maintenance,40
DEL-021724,FL-094583,Air Traffic Control,30
DEL-021725,FL-094586,Weather,54
DEL-021726,FL-094587,Maintenance,38
DEL-021727,FL-094590,Air Traffic Control,43
DEL-021728,FL-094596,Late Aircraft Arrival,83
DEL-021729,FL-094598,Maintenance,17
DEL-021730,FL-094601,Late Aircraft Arrival,102
DEL-021731,FL-094609,Security,31
DEL-021732,FL-094617,Air Traffic Control,33
DEL-021733,FL-094618,Weather,36
DEL-021734,FL-094624,Weather,18
DEL-021735,FL-094625,Air Traffic Control,22
DEL-021736,FL-094632,Air Traffic Control,29
DEL-021737,FL-094635,Weather,33
DEL-021738,FL-094641,Air Traffic Control,30
DEL-021739,FL-094643,Late Aircraft Arrival,41
DEL-021740,FL-094646,Air Traffic Control,56
DEL-021741,FL-094649,Maintenance,47
DEL-021742,FL-094650,Weather,114
DEL-021743,FL-094651,Late Aircraft Arrival,35
