Ticket_ID,Flight_ID,Passenger_ID,Class,Fare_Amount_USD,Booking_Date
TK-0068797,FL-087996,PA-013811,Economy,837.81,2025-08-19
TK-0068798,FL-024342,PA-015003,Economy,835.46,2025-07-02
TK-0068799,FL-093933,PA-007170,Economy,405.19,2024-04-18
TK-0068800,FL-098383,PA-009250,Economy,771.82,2024-11-14
TK-0068801,FL-078295,PA-011170,Economy,188.72,2025-10-23
TK-0068802,FL-093617,PA-024763,Economy,628.83,2025-06-17
TK-0068803,FL-010672,PA-001367,Economy,841.3,2024-10-17
TK-0068804,FL-055876,PA-018792,Economy,451.44,2024-05-06
TK-0068805,FL-015521,PA-004780,Economy,235.7,2024-01-27
TK-0068806,FL-085881,PA-002908,Economy,327.01,2024-07-02
TK-0068807,FL-042942,PA-007619,Economy,139.83,2024-02-14
TK-0068808,FL-081332,PA-006594,Business,1157.2,2025-08-09
TK-0068809,FL-050400,PA-001051,Economy,849.56,2024-10-26
TK-0068810,FL-053306,PA-003505,Economy,565.14,2023-11-06
TK-0068811,FL-092670,PA-003117,Economy,286.48,2024-04-14
TK-0068812,FL-056128,PA-024866,Economy,589.79,2024-05-10
TK-0068813,FL-075381,PA-005775,Economy,886.93,2024-11-03
TK-0068814,FL-008492,PA-011254,Economy,353.97,2024-03-01
TK-0068815,FL-076967,PA-019905,Economy,473.94,2025-08-03
TK-0068816,FL-052951,PA-008673,Business,287.11,2024-12-03
TK-0068817,FL-007746,PA-013426,Economy,761.0,2024-08-10
TK-0068818,FL-057156,PA-024183,Economy,409.07,2023-11-28
TK-0068819,FL-036654,PA-012946,Economy,394.23,2024-03-23
TK-0068820,FL-003023,PA-023254,First,1568.01,2025-08-11
TK-0068821,FL-056441,PA-003615,Economy,337.24,2025-02-03
TK-0068822,FL-092120,PA-016738,Economy,302.83,2023-11-15
TK-0068823,FL-010368,PA-023288,Economy,308.1,2025-11-08
TK-0068824,FL-017379,PA-004112,Economy,860.94,2025-11-30
TK-0068825,FL-052570,PA-009383,Economy,442.7,2024-06-01
TK-0068826,FL-075551,PA-013141,First,1617.52,2024-07-06
TK-0068827,FL-040566,PA-022355,Economy,379.24,2024-01-24
TK-0068828,FL-063078,PA-004220,Economy,892.52,2024-06-21
TK-0068829,FL-003165,PA-006877,Economy,253.03,2024-03-03
TK-0068830,FL-041627,PA-001843,Economy,219.16,2024-05-25
TK-0068831,FL-070814,PA-024459,Economy,883.76,2024-03-25
TK-0068832,FL-071525,PA-003657,Economy,725.52,2025-06-29
TK-0068833,FL-084719,PA-023129,Economy,795.73,2025-01-17
TK-0068834,FL-010140,PA-022148,Economy,396.68,2024-04-28
TK-0068835,FL-084146,PA-006418,Economy,279.53,2025-08-11
TK-0068836,FL-094954,PA-006808,Economy,686.17,2025-07-01
TK-0068837,FL-052528,PA-015853,Economy,538.13,2025-03-30
TK-0068838,FL-048255,PA-000138,Economy,514.15,2025-01-17
TK-0068839,FL-000294,PA-020176,Economy,458.94,2024-10-28
TK-0068840,FL-028526,PA-023979,Economy,710.83,2024-01-29
TK-0068841,FL-077528,PA-010973,Economy,150.69,2024-07-25
TK-0068842,FL-020632,PA-016523,Economy,744.41,2025-08-12
TK-0068843,FL-015751,PA-009205,Business,1231.65,2025-11-12
TK-0068844,FL-062638,PA-012575,Economy,565.49,2024-12-21
TK-0068845,FL-069020,PA-001639,Economy,666.21,2025-06-12
TK-0068846,FL-094026,PA-000815,Economy,549.28,2024-04-25
TK-0068847,FL-086247,PA-018228,Economy,366.55,2025-06-14
TK-0068848,FL-090031,PA-004592,Business,1064.52,2024-07-02
TK-0068849,FL-065782,PA-023858,Economy,880.8,2025-10-07
TK-0068850,FL-002307,PA-006104,Economy,167.72,2025-05-08
TK-0068851,FL-043718,PA-004581,Economy,246.93,2024-07-17
TK-0068852,FL-044822,PA-023218,Economy,844.92,2025-03-07
TK-0068853,FL-011688,PA-021951,Economy,728.26,2024-05-20
TK-0068854,FL-046117,PA-007960,Economy,583.75,2024-08-19
TK-0068855,FL-035061,PA-007592,Business,1765.21,2025-04-23
TK-0068856,FL-068702,PA-014057,Business,2153.13,2025-07-04
TK-0068857,FL-095085,PA-005716,First,3729.66,2024-09-01
TK-0068858,FL-053703,PA-016653,Economy,315.77,2024-02-29
TK-0068859,FL-058026,PA-018577,Economy,537.46,2024-03-15
TK-0068860,FL-015230,PA-004710,Economy,522.74,2024-01-08
TK-0068861,FL-071847,PA-020658,Economy,839.91,2024-03-01
TK-0068862,FL-094685,PA-016275,Business,967.29,2024-05-20
TK-0068863,FL-005469,PA-019615,Economy,341.35,2024-12-14
TK-0068864,FL-093827,PA-005068,Economy,345.28,2024-12-25
TK-0068865,FL-020414,PA-007124,Economy,151.99,2024-02-04
TK-0068866,FL-094430,PA-019282,Economy,531.35,2024-07-02
TK-0068867,FL-031208,PA-017953,Economy,151.03,2025-06-03
TK-0068868,FL-010029,PA-016632,Economy,416.4,2024-07-17
TK-0068869,FL-050379,PA-010543,Economy,472.22,2024-06-13
TK-0068870,FL-027383,PA-005243,Economy,394.73,2023-12-02
TK-0068871,FL-008787,PA-018691,Economy,464.17,2023-11-13
TK-0068872,FL-051570,PA-011147,Business,2258.82,2025-02-06
TK-0068873,FL-042183,PA-004446,Economy,266.57,2025-06-11
TK-0068874,FL-042921,PA-019702,Economy,570.66,2025-07-24
TK-0068875,FL-041382,PA-023375,Economy,226.07,2024-08-30
TK-0068876,FL-029703,PA-023311,Economy,679.54,2024-08-27
TK-0068877,FL-039924,PA-021134,Economy,806.6,2024-11-29
TK-0068878,FL-013983,PA-006858,Economy,895.91,2025-07-05
TK-0068879,FL-039015,PA-002359,Economy,504.93,2024-01-18
TK-0068880,FL-039198,PA-016522,Economy,351.09,2024-10-15
TK-0068881,FL-077438,PA-017959,Economy,648.55,2024-04-24
TK-0068882,FL-053124,PA-005346,Economy,280.55,2024-03-20
TK-0068883,FL-088272,PA-022707,Economy,273.46,2023-12-14
TK-0068884,FL-037190,PA-015197,Business,1997.83,2025-06-06
TK-0068885,FL-017037,PA-014688,Economy,140.56,2024-09-20
TK-0068886,FL-041393,PA-012611,Economy,239.98,2024-04-26
TK-0068887,FL-084801,PA-019191,Economy,813.58,2025-01-08
TK-0068888,FL-066705,PA-006746,Economy,331.96,2024-11-25
TK-0068889,FL-001455,PA-010002,Economy,255.44,2023-11-21
TK-0068890,FL-083678,PA-004090,Economy,340.16,2024-02-15
TK-0068891,FL-032917,PA-022017,Economy,880.97,2024-06-14
TK-0068892,FL-070281,PA-007849,Economy,482.85,2025-01-13
TK-0068893,FL-060264,PA-002270,Economy,123.99,2025-08-18
TK-0068894,FL-007020,PA-015529,Economy,571.33,2025-01-26
TK-0068895,FL-041486,PA-003478,Economy,452.72,2025-06-10
TK-0068896,FL-007804,PA-009278,Business,926.25,2024-08-31
TK-0068897,FL-043780,PA-017112,Economy,609.79,2025-02-10
TK-0068898,FL-013730,PA-024591,Economy,388.5,2025-08-12
TK-0068899,FL-085427,PA-019986,Economy,118.46,2024-07-21
TK-0068900,FL-070263,PA-017609,Economy,820.75,2024-03-30
TK-0068901,FL-049942,PA-024704,Economy,480.51,2024-02-15
TK-0068902,FL-024686,PA-013393,Economy,749.66,2024-02-24
TK-0068903,FL-095010,PA-001606,Economy,235.58,2025-09-02
TK-0068904,FL-037754,PA-015268,Economy,862.74,2024-02-18
TK-0068905,FL-032645,PA-021557,Economy,267.05,2024-10-02
TK-0068906,FL-039421,PA-013968,Economy,544.24,2024-04-28
TK-0068907,FL-091435,PA-012987,Economy,541.22,2025-07-28
TK-0068908,FL-012080,PA-019147,Economy,191.71,2025-06-28
TK-0068909,FL-048471,PA-005337,Economy,790.04,2024-07-02
TK-0068910,FL-021031,PA-013763,Economy,124.17,2025-06-24
TK-0068911,FL-061161,PA-013659,Business,1224.49,2025-03-20
TK-0068912,FL-027467,PA-023126,Business,1950.85,2023-12-13
TK-0068913,FL-087242,PA-023840,Economy,220.87,2025-05-23
TK-0068914,FL-016132,PA-012337,Economy,722.49,2024-08-13
TK-0068915,FL-075448,PA-006104,Economy,177.22,2025-09-25
TK-0068916,FL-043514,PA-010651,Economy,169.54,2025-06-11
TK-0068917,FL-063369,PA-012057,Economy,514.11,2025-01-06
TK-0068918,FL-006525,PA-016670,Economy,765.54,2024-06-04
TK-0068919,FL-011087,PA-022987,Economy,160.57,2023-12-31
TK-0068920,FL-010696,PA-024958,Economy,308.62,2024-03-10
TK-0068921,FL-034307,PA-016522,Economy,681.4,2024-12-13
TK-0068922,FL-049205,PA-005588,Economy,272.85,2024-09-24
TK-0068923,FL-085553,PA-009514,Business,1553.28,2024-07-15
TK-0068924,FL-061553,PA-024767,Economy,436.37,2025-04-27
TK-0068925,FL-076127,PA-007255,Economy,317.39,2024-11-03
TK-0068926,FL-070878,PA-009110,Economy,437.48,2024-03-30
TK-0068927,FL-015254,PA-017467,Business,1909.77,2025-04-09
TK-0068928,FL-053992,PA-020939,Economy,534.71,2024-04-20
TK-0068929,FL-018556,PA-007844,Economy,288.89,2025-05-28
TK-0068930,FL-078551,PA-024974,Economy,906.61,2024-09-21
TK-0068931,FL-089310,PA-012836,Economy,417.4,2024-12-09
TK-0068932,FL-000768,PA-008138,Business,1059.67,2025-07-01
TK-0068933,FL-051873,PA-020004,Economy,500.13,2025-11-06
TK-0068934,FL-066198,PA-009162,Economy,887.5,2025-07-05
TK-0068935,FL-011925,PA-002489,Economy,562.75,2025-10-10
TK-0068936,FL-034708,PA-014857,Business,2179.07,2024-12-03
TK-0068937,FL-026164,PA-016247,Economy,199.88,2025-06-29
TK-0068938,FL-024500,PA-004766,Economy,269.75,2025-07-06
TK-0068939,FL-094961,PA-014658,Economy,365.93,2024-12-07
TK-0068940,FL-027770,PA-014083,Economy,894.77,2023-12-21
TK-0068941,FL-017179,PA-020063,Economy,716.77,2023-12-06
TK-0068942,FL-085051,PA-005338,Economy,163.61,2024-07-02
TK-0068943,FL-026914,PA-011452,Economy,73.22,2025-06-01
TK-0068944,FL-065010,PA-014295,Economy,724.28,2024-10-23
TK-0068945,FL-078850,PA-007825,Economy,373.14,2024-11-04
TK-0068946,FL-072795,PA-013439,Business,1256.73,2025-05-26
TK-0068947,FL-025573,PA-002632,Economy,890.58,2025-02-02
TK-0068948,FL-008132,PA-016738,Economy,137.61,2024-12-22
TK-0068949,FL-098427,PA-006951,Economy,338.69,2025-05-19
TK-0068950,FL-007735,PA-000683,Economy,363.88,2025-03-22
TK-0068951,FL-060765,PA-022390,Economy,178.92,2024-01-17
TK-0068952,FL-092765,PA-006824,Economy,100.66,2025-05-25
TK-0068953,FL-096544,PA-016700,Economy,311.3,2024-08-23
TK-0068954,FL-014057,PA-020926,Economy,774.98,2025-03-23
TK-0068955,FL-023078,PA-008687,Business,2025.9,2023-12-29
TK-0068956,FL-042367,PA-009166,Economy,692.94,2025-02-23
TK-0068957,FL-037625,PA-010677,Economy,824.69,2024-11-08
TK-0068958,FL-059452,PA-008244,Economy,851.18,2025-09-20
TK-0068959,FL-060164,PA-011265,Economy,689.36,2024-12-02
TK-0068960,FL-032674,PA-007827,Economy,144.05,2025-08-19
TK-0068961,FL-071185,PA-019783,Business,1402.72,2024-07-05
TK-0068962,FL-096142,PA-021857,Economy,176.89,2024-11-08
TK-0068963,FL-096782,PA-018824,Economy,319.03,2025-09-11
TK-0068964,FL-052512,PA-013444,Economy,613.51,2024-02-02
TK-0068965,FL-034491,PA-011303,Business,2311.66,2025-09-23
TK-0068966,FL-007850,PA-002617,Economy,693.69,2024-10-31
TK-0068967,FL-009516,PA-001532,Economy,298.68,2024-07-22
TK-0068968,FL-097028,PA-007586,Economy,676.18,2023-11-28
TK-0068969,FL-043950,PA-015250,Economy,625.93,2024-07-07
TK-0068970,FL-011423,PA-022845,Economy,261.17,2024-10-09
TK-0068971,FL-037921,PA-012656,Economy,815.82,2024-09-04
TK-0068972,FL-070429,PA-007054,Economy,851.92,2023-10-25
TK-0068973,FL-018844,PA-020731,Economy,625.93,2025-02-24
TK-0068974,FL-037412,PA-019408,Economy,883.01,2025-01-06
TK-0068975,FL-028271,PA-000270,Economy,122.87,2025-04-09
TK-0068976,FL-011628,PA-024234,Business,482.93,2025-08-11
TK-0068977,FL-063014,PA-003327,Economy,360.04,2025-08-25
TK-0068978,FL-049483,PA-020165,Economy,879.99,2024-04-26
TK-0068979,FL-079904,PA-017477,Economy,209.96,2024-12-07
TK-0068980,FL-008754,PA-020693,Economy,498.39,2024-05-25
TK-0068981,FL-097205,PA-006586,Economy,104.24,2025-12-03
TK-0068982,FL-040403,PA-024325,Business,611.78,2025-06-27
TK-0068983,FL-029507,PA-007579,Economy,618.22,2025-02-13
TK-0068984,FL-091609,PA-023723,Economy,691.76,2025-02-04
TK-0068985,FL-029516,PA-015526,Economy,800.61,2025-04-22
TK-0068986,FL-033502,PA-013187,Economy,747.92,2023-10-17
TK-0068987,FL-095075,PA-000801,Economy,99.92,2025-06-08
TK-0068988,FL-048897,PA-017285,Economy,755.19,2024-01-05
TK-0068989,FL-026955,PA-009507,Business,2153.86,2025-01-02
TK-0068990,FL-010416,PA-006624,Economy,262.04,2025-07-24
TK-0068991,FL-074263,PA-017530,Economy,755.79,2025-08-20
TK-0068992,FL-067463,PA-005957,Economy,334.31,2025-03-24
TK-0068993,FL-077294,PA-016866,Economy,486.06,2024-06-19
TK-0068994,FL-023175,PA-007338,Economy,390.53,2024-04-25
TK-0068995,FL-094372,PA-003086,Economy,841.37,2024-04-07
TK-0068996,FL-055793,PA-020743,Economy,472.86,2025-11-13
TK-0068997,FL-050519,PA-009390,Business,1216.81,2025-04-15
TK-0068998,FL-070774,PA-000963,Economy,646.88,2024-08-07
TK-0068999,FL-075600,PA-006788,Economy,658.26,2024-02-08
TK-0069000,FL-006698,PA-006025,Economy,199.74,2024-11-13
TK-0069001,FL-050919,PA-016936,Economy,454.73,2025-10-17
TK-0069002,FL-028113,PA-009012,Business,2566.34,2025-09-29
TK-0069003,FL-000754,PA-019935,Economy,492.41,2025-10-16
TK-0069004,FL-065076,PA-020274,Business,1164.23,2024-09-25
TK-0069005,FL-065462,PA-009119,Business,773.2,2025-09-14
TK-0069006,FL-027757,PA-001455,Economy,299.44,2024-08-09
TK-0069007,FL-067843,PA-017479,Economy,395.96,2024-09-08
TK-0069008,FL-067121,PA-016165,Economy,355.68,2025-07-21
TK-0069009,FL-000568,PA-008502,Economy,281.65,2024-03-27
TK-0069010,FL-057915,PA-012511,Business,1374.28,2024-12-21
TK-0069011,FL-033597,PA-005530,Economy,615.85,2025-05-30
TK-0069012,FL-071238,PA-009219,Economy,343.18,2025-09-08
TK-0069013,FL-050947,PA-012649,Economy,691.33,2024-07-07
TK-0069014,FL-081658,PA-024904,Economy,265.56,2025-10-14
TK-0069015,FL-032600,PA-002453,Economy,870.67,2025-01-15
TK-0069016,FL-006811,PA-024405,Economy,595.55,2024-08-07
TK-0069017,FL-033691,PA-024360,Economy,854.93,2025-01-23
TK-0069018,FL-088844,PA-017142,Economy,874.44,2024-01-04
TK-0069019,FL-027231,PA-010409,Economy,474.55,2024-11-09
TK-0069020,FL-027287,PA-004827,Economy,304.95,2025-11-14
TK-0069021,FL-091826,PA-002489,First,3763.31,2024-02-01
TK-0069022,FL-054315,PA-015579,Business,2158.41,2024-09-07
TK-0069023,FL-010218,PA-021872,Economy,273.92,2025-07-20
TK-0069024,FL-093788,PA-019654,Business,1250.92,2024-02-09
TK-0069025,FL-002426,PA-008530,Economy,584.0,2023-11-03
TK-0069026,FL-003703,PA-021722,Economy,604.16,2024-09-06
TK-0069027,FL-019275,PA-005295,Economy,491.52,2024-08-02
TK-0069028,FL-022036,PA-013092,Economy,331.21,2025-07-23
TK-0069029,FL-068992,PA-010394,Economy,872.04,2024-12-10
TK-0069030,FL-025258,PA-018725,Economy,480.95,2024-01-10
TK-0069031,FL-031319,PA-004921,Economy,415.14,2024-01-03
TK-0069032,FL-088956,PA-012893,Economy,196.63,2024-01-18
TK-0069033,FL-068586,PA-010941,Business,1879.74,2025-02-03
TK-0069034,FL-072106,PA-021489,Economy,106.73,2025-01-16
TK-0069035,FL-071408,PA-003763,Economy,413.77,2024-05-03
TK-0069036,FL-055080,PA-004062,Economy,309.72,2023-12-22
TK-0069037,FL-049510,PA-014333,Economy,433.32,2025-06-14
TK-0069038,FL-023287,PA-021392,Economy,144.7,2025-08-31
TK-0069039,FL-056013,PA-022758,Economy,509.01,2023-12-13
TK-0069040,FL-066450,PA-007512,Economy,776.62,2025-04-19
TK-0069041,FL-068260,PA-004175,Economy,569.93,2024-11-07
TK-0069042,FL-068609,PA-024197,Economy,123.01,2025-08-26
TK-0069043,FL-029947,PA-008974,Economy,87.67,2024-06-14
TK-0069044,FL-096936,PA-023832,Economy,839.41,2024-02-15
TK-0069045,FL-047082,PA-001313,Economy,419.11,2023-12-19
TK-0069046,FL-033670,PA-004680,Economy,862.57,2024-03-23
TK-0069047,FL-078272,PA-012518,Economy,520.18,2024-08-30
TK-0069048,FL-064932,PA-023877,Economy,522.2,2025-01-19
TK-0069049,FL-013580,PA-008304,Economy,355.33,2025-05-28
TK-0069050,FL-076570,PA-001655,Economy,736.2,2025-03-22
TK-0069051,FL-025325,PA-005566,Economy,314.1,2025-04-16
TK-0069052,FL-016583,PA-017851,Economy,243.88,2024-03-20
TK-0069053,FL-066619,PA-016621,Economy,485.78,2024-12-16
TK-0069054,FL-001055,PA-007183,Economy,305.39,2024-12-28
TK-0069055,FL-082056,PA-012943,Business,1150.67,2025-05-01
TK-0069056,FL-051048,PA-018013,Economy,251.59,2025-05-08
TK-0069057,FL-037006,PA-003580,Economy,313.23,2024-01-08
TK-0069058,FL-009649,PA-006968,Economy,203.72,2025-02-05
TK-0069059,FL-026723,PA-024093,Economy,760.12,2024-04-15
TK-0069060,FL-077059,PA-016838,Economy,768.55,2025-05-22
TK-0069061,FL-029269,PA-021517,Economy,655.39,2024-05-04
TK-0069062,FL-092560,PA-018845,Economy,268.67,2025-12-01
TK-0069063,FL-003926,PA-017888,Economy,784.87,2025-05-22
TK-0069064,FL-079001,PA-004708,Economy,626.1,2024-09-25
TK-0069065,FL-015191,PA-017638,Economy,570.79,2024-07-22
TK-0069066,FL-062418,PA-013522,Economy,724.76,2024-12-19
TK-0069067,FL-064785,PA-000554,Economy,218.19,2024-09-19
TK-0069068,FL-060163,PA-015636,Business,1825.31,2024-07-09
TK-0069069,FL-059684,PA-020497,Economy,411.28,2024-03-20
TK-0069070,FL-026125,PA-009997,Economy,374.88,2024-12-12
TK-0069071,FL-063914,PA-004535,Economy,825.94,2025-08-12
TK-0069072,FL-042045,PA-008853,Economy,322.52,2024-08-08
TK-0069073,FL-042682,PA-010232,Economy,379.99,2025-11-14
TK-0069074,FL-031547,PA-022276,Economy,843.06,2024-11-05
TK-0069075,FL-003577,PA-004399,First,2936.7,2024-06-16
TK-0069076,FL-021554,PA-003956,Economy,719.22,2025-10-15
TK-0069077,FL-000970,PA-009799,Economy,808.46,2025-09-07
TK-0069078,FL-001423,PA-009275,Economy,787.53,2024-04-06
TK-0069079,FL-092277,PA-000319,Economy,489.3,2024-09-22
TK-0069080,FL-023139,PA-008108,Economy,293.35,2024-04-24
TK-0069081,FL-073945,PA-018333,Economy,518.28,2024-01-15
TK-0069082,FL-062698,PA-019457,Economy,324.93,2024-06-16
TK-0069083,FL-074487,PA-018760,Economy,661.74,2024-08-10
TK-0069084,FL-054243,PA-003612,Economy,827.9,2025-06-18
TK-0069085,FL-063711,PA-024411,Economy,524.47,2024-07-07
TK-0069086,FL-036613,PA-003296,Economy,414.79,2024-08-12
TK-0069087,FL-062908,PA-016368,Economy,785.08,2025-09-06
TK-0069088,FL-066630,PA-011404,Economy,346.45,2024-11-20
TK-0069089,FL-005523,PA-022709,Economy,183.71,2025-01-25
TK-0069090,FL-082708,PA-014189,Economy,864.59,2024-12-02
TK-0069091,FL-091739,PA-014181,Economy,245.64,2025-01-01
TK-0069092,FL-044682,PA-020067,Economy,561.87,2025-03-12
TK-0069093,FL-071417,PA-018814,Economy,212.47,2025-09-21
TK-0069094,FL-086995,PA-024992,Economy,352.62,2024-08-11
TK-0069095,FL-017629,PA-014750,Economy,459.67,2024-08-23
TK-0069096,FL-070541,PA-007829,Economy,372.04,2025-11-29
TK-0069097,FL-016603,PA-022285,Economy,430.43,2024-08-12
TK-0069098,FL-003535,PA-015873,Economy,391.34,2024-12-02
TK-0069099,FL-056061,PA-012714,First,4086.57,2025-03-01
TK-0069100,FL-036462,PA-013847,Economy,156.78,2024-02-07
TK-0069101,FL-055526,PA-009070,Business,1805.25,2025-07-18
TK-0069102,FL-004971,PA-006005,Economy,880.98,2024-05-17
TK-0069103,FL-016347,PA-005899,First,4865.22,2024-03-18
TK-0069104,FL-046862,PA-009011,Economy,833.5,2024-10-28
TK-0069105,FL-037204,PA-018754,Economy,540.66,2024-09-08
TK-0069106,FL-066848,PA-000515,Economy,499.43,2025-01-26
TK-0069107,FL-055591,PA-010910,Economy,149.64,2025-06-14
TK-0069108,FL-019241,PA-012147,Economy,89.14,2024-11-02
TK-0069109,FL-097094,PA-019430,Economy,762.82,2025-10-02
TK-0069110,FL-016005,PA-021437,Economy,273.64,2025-07-18
TK-0069111,FL-096603,PA-016585,Economy,538.89,2025-02-26
TK-0069112,FL-038055,PA-007640,Economy,774.2,2025-11-09
TK-0069113,FL-078496,PA-021610,Economy,500.07,2024-09-23
TK-0069114,FL-034920,PA-004905,Economy,324.07,2024-12-02
TK-0069115,FL-099486,PA-005727,Economy,597.01,2024-01-04
TK-0069116,FL-050052,PA-002928,Business,763.86,2024-06-01
TK-0069117,FL-050732,PA-024380,Economy,201.53,2025-09-16
TK-0069118,FL-053834,PA-010296,Economy,252.12,2025-04-11
TK-0069119,FL-064756,PA-006000,Economy,637.87,2024-06-09
TK-0069120,FL-049369,PA-011961,Economy,203.8,2024-08-13
TK-0069121,FL-040162,PA-023762,Economy,780.13,2024-09-21
TK-0069122,FL-043679,PA-001806,Economy,514.7,2025-05-31
TK-0069123,FL-087165,PA-015851,Business,721.54,2024-09-15
TK-0069124,FL-066962,PA-003673,Economy,505.34,2024-11-25
TK-0069125,FL-050644,PA-014204,Economy,585.11,2024-01-28
TK-0069126,FL-065211,PA-013432,Economy,354.03,2024-05-26
TK-0069127,FL-074891,PA-017211,Economy,319.32,2023-12-08
TK-0069128,FL-075408,PA-002022,Business,575.8,2024-02-11
TK-0069129,FL-087641,PA-016479,First,3732.0,2024-03-07
TK-0069130,FL-073677,PA-010108,Economy,663.87,2025-05-20
TK-0069131,FL-001183,PA-005163,Economy,821.47,2024-03-24
TK-0069132,FL-041883,PA-022216,Business,695.29,2025-12-01
TK-0069133,FL-073954,PA-013441,Economy,669.04,2025-09-20
TK-0069134,FL-069593,PA-014882,Economy,673.62,2023-12-07
TK-0069135,FL-022922,PA-001458,Economy,292.24,2025-07-21
TK-0069136,FL-088512,PA-009405,Economy,270.86,2024-12-24
TK-0069137,FL-027813,PA-010822,Economy,149.99,2025-10-28
TK-0069138,FL-089157,PA-002886,Economy,609.46,2024-11-26
TK-0069139,FL-096362,PA-005435,Economy,462.42,2024-09-16
TK-0069140,FL-015577,PA-010162,Economy,710.86,2025-02-04
TK-0069141,FL-092824,PA-001334,Economy,411.2,2024-12-03
TK-0069142,FL-025513,PA-005755,Economy,366.3,2024-01-23
TK-0069143,FL-068192,PA-000104,Economy,182.93,2023-11-03
TK-0069144,FL-013109,PA-006200,Economy,442.52,2025-10-31
TK-0069145,FL-002974,PA-020938,Economy,426.25,2024-02-13
TK-0069146,FL-080913,PA-005227,Economy,712.85,2023-11-24
TK-0069147,FL-048131,PA-008171,Economy,720.84,2025-10-13
TK-0069148,FL-050576,PA-021754,Economy,398.25,2025-03-28
TK-0069149,FL-024970,PA-004915,Business,2368.42,2024-02-18
TK-0069150,FL-061182,PA-006470,Economy,302.31,2024-01-25
TK-0069151,FL-030198,PA-008663,Economy,475.29,2025-10-03
TK-0069152,FL-062534,PA-008666,Economy,384.36,2025-04-11
TK-0069153,FL-028122,PA-024926,Business,2295.71,2025-10-25
TK-0069154,FL-025421,PA-003268,Economy,794.76,2025-10-26
TK-0069155,FL-049961,PA-011253,Economy,399.78,2025-07-18
TK-0069156,FL-051472,PA-023961,Economy,493.14,2025-07-02
TK-0069157,FL-028241,PA-004559,Economy,801.67,2025-09-10
TK-0069158,FL-036813,PA-005392,Economy,543.32,2025-02-01
TK-0069159,FL-023393,PA-000480,Economy,698.15,2024-08-21
TK-0069160,FL-090363,PA-024292,First,2161.19,2025-01-23
TK-0069161,FL-006716,PA-008602,Economy,765.39,2025-04-14
TK-0069162,FL-024010,PA-010522,Economy,147.36,2025-04-15
TK-0069163,FL-086250,PA-001082,Economy,675.87,2023-11-24
TK-0069164,FL-095257,PA-020132,Economy,747.12,2024-04-13
TK-0069165,FL-085755,PA-015742,Economy,415.1,2025-11-25
TK-0069166,FL-009760,PA-003474,Economy,478.71,2024-10-31
TK-0069167,FL-085231,PA-010472,First,4267.4,2025-06-13
TK-0069168,FL-011396,PA-003074,Economy,215.66,2025-09-05
TK-0069169,FL-097385,PA-008191,First,1033.17,2024-03-15
TK-0069170,FL-013184,PA-010690,Economy,358.25,2024-05-07
TK-0069171,FL-068469,PA-015616,Economy,369.96,2025-10-02
TK-0069172,FL-028676,PA-016365,Economy,331.87,2024-01-17
TK-0069173,FL-091298,PA-012615,Economy,619.66,2024-02-04
TK-0069174,FL-063375,PA-006183,Economy,543.18,2024-01-18
TK-0069175,FL-060417,PA-017314,Economy,698.44,2024-04-15
TK-0069176,FL-030580,PA-012431,Economy,876.41,2025-10-01
TK-0069177,FL-071631,PA-013285,Economy,528.26,2024-07-03
TK-0069178,FL-035255,PA-019293,Economy,851.29,2024-10-03
TK-0069179,FL-067078,PA-015761,Economy,452.24,2025-06-17
TK-0069180,FL-075378,PA-022490,Economy,654.83,2023-11-22
TK-0069181,FL-023553,PA-019849,Economy,701.88,2024-06-03
TK-0069182,FL-012861,PA-007108,Economy,516.02,2024-07-21
TK-0069183,FL-053874,PA-015043,Economy,700.14,2024-08-31
TK-0069184,FL-083602,PA-023349,Economy,500.06,2023-11-18
TK-0069185,FL-041136,PA-024414,Business,2040.17,2024-12-26
TK-0069186,FL-033573,PA-024346,Economy,368.53,2024-08-30
TK-0069187,FL-097882,PA-019800,Business,1439.3,2025-06-18
TK-0069188,FL-048866,PA-016948,Economy,443.78,2025-10-22
TK-0069189,FL-052048,PA-024745,Economy,561.37,2024-07-25
TK-0069190,FL-024610,PA-011368,Economy,332.16,2024-05-10
TK-0069191,FL-059999,PA-012003,Economy,820.45,2024-04-26
TK-0069192,FL-099218,PA-010133,Economy,756.51,2025-01-25
TK-0069193,FL-013530,PA-012235,Economy,341.7,2025-01-05
TK-0069194,FL-072069,PA-010512,Business,910.69,2025-02-21
TK-0069195,FL-092510,PA-005967,Economy,521.36,2025-10-18
TK-0069196,FL-088905,PA-021218,Economy,731.54,2023-11-01
TK-0069197,FL-092189,PA-010212,Economy,155.28,2024-07-12
TK-0069198,FL-078219,PA-022475,Business,1220.47,2024-09-01
TK-0069199,FL-039047,PA-000253,Economy,476.76,2024-04-18
TK-0069200,FL-026421,PA-004437,Economy,878.9,2023-11-26
TK-0069201,FL-008398,PA-005424,Economy,312.76,2025-08-25
TK-0069202,FL-016239,PA-005487,Economy,269.22,2025-10-22
TK-0069203,FL-000880,PA-004644,Economy,872.77,2025-04-13
TK-0069204,FL-004123,PA-006502,Economy,120.22,2025-07-23
TK-0069205,FL-071696,PA-009561,Economy,766.28,2025-10-17
TK-0069206,FL-091629,PA-011409,Economy,677.78,2025-11-01
TK-0069207,FL-089550,PA-010366,Economy,182.84,2025-03-12
